B2_pos	ss	B2_reads
51663350	3ss	106
51663489	5ss	89
5166404	3ss	91
51664288	3ss	89
51664404	5ss	119
5166472	5ss	108
51664721	3ss	119
51664947	5ss	64
51667593	3ss	64
51667775	5ss	57
51667918	3ss	57
51668051	5ss	68
51669609	3ss	68
51669805	5ss	64
51671177	3ss	64
51671519	5ss	63
51672160	3ss	63
51672337	5ss	71
5167333	3ss	108
51673435	3ss	71
51673686	5ss	59
51673897	3ss	59
51674015	5ss	109
5167485	5ss	142
51675765	3ss	109
51675883	5ss	103
51677891	3ss	103
51677990	5ss	31
51679040	3ss	31
51679245	5ss	61
51679607	3ss	61
51679779	5ss	66
51680301	3ss	66
51680497	5ss	84
51689987	3ss	84
51690186	5ss	51
51691596	3ss	51
51691685	5ss	46
51694042	3ss	46
51694134	5ss	61
51696442	3ss	61
5169713	3ss	142
5169832	5ss	161
51702551	5ss	350
5170381	3ss	161
5170484	5ss	167
51705304	5ss	31
51707162	5ss	195
5170748	3ss	167
51708287	3ss	21
51708578	5ss	65
51710574	3ss	195
51710689	5ss	177
51712031	3ss	177
51712076	5ss	121
51713810	3ss	121
51713938	5ss	199
51716044	3ss	199
51716089	5ss	224
51716186	3ss	224
51716287	5ss	185
51716411	3ss	185
51716483	5ss	224
51718429	3ss	75
51718650	5ss	106
51721059	3ss	224
517248	3ss	65
51732772	3ss	23
51733422	3ss	106
51733590	5ss	103
51735628	3ss	350
51735797	5ss	336
51736823	3ss	336
51737740	3ss	103
517702	5ss	67
51818408	5ss	14
51820019	3ss	14
51827768	5ss	50
51827865	3ss	50
51827987	5ss	81
51829307	3ss	81
51829471	5ss	114
51838435	3ss	114
51838497	5ss	51
51840518	3ss	51
51850646	5ss	12
51851191	3ss	12
51851278	5ss	40
51851922	3ss	40
51851993	5ss	66
51853028	3ss	66
51853146	5ss	40
518534	3ss	46
51853620	3ss	40
51853677	5ss	29
51854908	3ss	29
5185815	5ss	113
518587	5ss	60
51859824	5ss	34
51863802	3ss	34
51863903	5ss	51
51866094	3ss	51
51870030	5ss	45
51873655	3ss	45
51873757	5ss	18
51877666	3ss	18
51885209	5ss	24
51885817	3ss	24
51885939	5ss	24
51886920	3ss	24
51887225	5ss	18
51888013	3ss	18
518889	3ss	13
51889291	5ss	11
51892089	3ss	11
51892191	5ss	32
51898836	3ss	32
51898967	5ss	19
51900584	3ss	19
51900654	5ss	37
51904544	3ss	37
51977554	5ss	11
51978105	3ss	11
52009220	5ss	28
52011887	3ss	28
52012098	5ss	60
52012275	3ss	60
52012390	5ss	50
52014409	3ss	50
52014644	5ss	79
52014852	3ss	79
52017605	5ss	134
52018063	3ss	134
52018174	5ss	205
52019223	3ss	195
52019287	5ss	288
52019377	3ss	298
52019481	5ss	232
52019868	3ss	232
52019962	5ss	208
52020271	3ss	208
52020347	5ss	226
52020431	3ss	226
52020520	5ss	255
52020621	3ss	255
52020677	5ss	204
52021004	3ss	204
52021077	5ss	159
52021163	3ss	159
52021212	5ss	205
52021325	3ss	205
52021469	5ss	213
52021572	3ss	213
52021640	5ss	293
52022540	3ss	293
52022619	5ss	319
52022782	3ss	319
52022842	5ss	304
52022927	3ss	304
520828	3ss	67
52082893	5ss	116
52084248	5ss	16
520913	3ss	99
52096954	5ss	272
52097243	3ss	272
521019	5ss	28
521144	5ss	145
52117663	3ss	116
52117713	5ss	103
52118714	5ss	17
5211989	3ss	113
5212117	5ss	131
5212188	3ss	391
52122033	5ss	46
5212268	5ss	372
521295	3ss	24
52135106	3ss	103
52135184	5ss	83
5213835	3ss	372
521389	5ss	15
5213908	5ss	242
5214332	3ss	242
5214425	5ss	237
52145199	3ss	16
52145319	5ss	55
52155008	3ss	46
52155207	5ss	258
52156409	3ss	17
5215702	3ss	237
52157281	3ss	55
52157393	5ss	79
5215769	5ss	207
52158960	5ss	11
5216029	3ss	207
52160597	3ss	79
52160685	5ss	117
52160805	3ss	117
52160916	5ss	74
5216099	5ss	363
52161414	3ss	258
52161524	3ss	74
52161570	5ss	49
52161651	5ss	81
52169306	5ss	15
52171467	3ss	15
52174951	5ss	13
52177705	3ss	81
52177853	5ss	75
52178249	3ss	13
52179269	5ss	20
52179675	3ss	83
52179751	5ss	68
52179786	3ss	49
52179908	5ss	119
52181253	3ss	119
52181342	5ss	199
52182043	3ss	20
52182217	5ss	25
52183647	3ss	75
52183797	5ss	124
52186012	3ss	199
52186142	5ss	210
52186773	3ss	25
52187108	5ss	34
52188616	3ss	210
52188667	3ss	34
52188723	5ss	157
52188798	5ss	34
52189506	3ss	124
52189671	5ss	50
52192352	3ss	157
52192495	5ss	141
52192497	3ss	34
52192588	5ss	43
52193286	3ss	50
52193359	5ss	96
52194069	3ss	96
52194089	3ss	141
52194213	5ss	98
52194233	5ss	106
52194463	3ss	43
52195796	5ss	89
52200973	3ss	106
52201593	3ss	98
52201738	5ss	84
5220349	3ss	363
52204728	3ss	84
52204871	5ss	59
52205992	3ss	59
52206249	5ss	71
52211208	3ss	157
52211294	3ss	71
52211303	5ss	322
52211424	5ss	102
52212382	3ss	322
52212429	5ss	349
52214041	3ss	349
52214070	5ss	342
52214562	3ss	102
52214728	5ss	55
52215817	3ss	342
52215867	5ss	406
52216162	3ss	55
52216298	5ss	115
52218607	3ss	115
52218717	5ss	155
52221108	3ss	155
52221317	5ss	27
52221992	3ss	312
52222030	5ss	236
52223414	3ss	27
52223494	5ss	122
52225455	3ss	122
52225531	5ss	145
52226362	3ss	330
52226452	5ss	525
52227539	3ss	525
52227643	5ss	623
52227877	3ss	145
52227966	5ss	44
52229724	3ss	44
52229826	5ss	64
52231494	3ss	623
52231653	5ss	782
52232271	5ss	258
52232688	3ss	48
52232864	5ss	101
52233226	3ss	291
52233231	3ss	64
52233237	3ss	20
52233344	5ss	170
52233456	5ss	143
52234732	3ss	11
52234799	5ss	10
52235420	3ss	170
52235521	5ss	141
52235670	3ss	141
52235774	5ss	148
52236523	3ss	143
52236750	5ss	343
52237742	3ss	782
52237854	5ss	528
52237879	3ss	343
52238028	5ss	490
52238277	3ss	528
52238395	5ss	390
52238709	3ss	490
52238931	5ss	189
52239855	3ss	189
52240039	5ss	322
52240588	3ss	322
52240767	5ss	140
52240773	3ss	148
52240865	5ss	64
52242099	3ss	140
52242263	5ss	172
52242505	3ss	390
52242590	5ss	169
52243175	3ss	64
52243291	5ss	55
52245299	3ss	172
52245567	5ss	207
52246274	3ss	207
52246436	5ss	162
52246836	3ss	169
52247007	5ss	457
52248036	3ss	162
52248231	3ss	457
52248237	3ss	55
52248315	5ss	534
52249306	3ss	10
52249379	5ss	23
52249587	3ss	534
52249697	5ss	241
52249936	3ss	241
52249999	5ss	403
52250114	3ss	403
52250254	5ss	430
52251480	3ss	430
52251558	5ss	417
52252198	3ss	417
52252289	5ss	670
52253025	3ss	670
52253160	5ss	300
52253387	3ss	300
52277732	3ss	23
52277786	5ss	41
52285271	5ss	10
52285362	5ss	39
52288744	3ss	10
52293334	3ss	41
52293484	5ss	43
5229999	5ss	136
5230124	5ss	115
52301814	3ss	43
52301926	5ss	30
52303389	5ss	18
52311573	5ss	323
52312229	5ss	25
52313185	3ss	30
52313311	5ss	40
52317486	3ss	18
52317635	5ss	11
52318893	3ss	11
52322578	3ss	39
52322698	5ss	44
52324735	5ss	139
52324976	3ss	139
52325127	5ss	118
52325446	3ss	40
52325551	5ss	18
52325763	3ss	118
52325938	5ss	165
52326276	3ss	165
52326585	5ss	49
52327062	3ss	49
52327190	5ss	12
52327208	5ss	68
52327323	3ss	80
5232749	3ss	68
5232802	5ss	51
52329494	3ss	18
52329595	5ss	14
52329913	5ss	10
52330468	3ss	14
52330598	5ss	23
52332328	3ss	23
52332436	5ss	41
52333876	3ss	41
52334131	3ss	10
52334271	5ss	30
52334951	3ss	27
52335030	5ss	52
52337942	3ss	44
52338027	3ss	373
52338051	5ss	54
52339212	5ss	371
5233955	3ss	10
52340831	3ss	54
52340922	5ss	84
52342190	3ss	371
52342334	5ss	335
52343835	3ss	30
52344193	3ss	84
52344307	5ss	87
52344473	3ss	87
52344600	5ss	46
52345618	5ss	55
52347241	3ss	46
52347389	5ss	67
52350830	3ss	335
52350994	5ss	755
52351368	3ss	67
52351518	5ss	54
52351814	3ss	54
52351979	5ss	79
5235244	3ss	131
52353496	3ss	755
52353697	5ss	290
52353855	3ss	79
52353931	5ss	61
5235447	5ss	303
52355148	5ss	15
52355704	3ss	61
52355842	5ss	48
52356099	3ss	290
52356731	3ss	48
52356876	5ss	43
52357068	3ss	15
52358616	3ss	43
52358759	5ss	59
52360742	3ss	59
52360945	5ss	55
52361671	3ss	55
52361807	5ss	32
52362948	3ss	32
52363087	5ss	56
52365939	3ss	56
52366090	5ss	65
52367768	3ss	65
52367878	5ss	68
52368443	3ss	68
52368525	5ss	52
5236894	3ss	126
52368948	3ss	52
52369049	3ss	55
52369089	5ss	65
52369288	5ss	59
5236966	5ss	186
52370111	3ss	59
52370215	3ss	65
52370307	5ss	73
52370359	5ss	139
52370891	3ss	73
52370967	5ss	64
52371051	3ss	64
52371134	5ss	70
52374602	3ss	70
52374704	5ss	96
52374753	3ss	139
52374983	5ss	156
52376341	3ss	96
52376451	5ss	93
52377422	3ss	93
52377526	5ss	36
52377783	3ss	156
52377950	5ss	58
52378976	3ss	58
52379132	5ss	43
52379170	3ss	36
52379283	5ss	54
52380602	3ss	43
52380726	5ss	75
52382782	3ss	54
52382871	5ss	66
5238479	3ss	303
52385647	3ss	75
52385776	3ss	66
52385777	5ss	95
52385892	5ss	69
52386349	3ss	69
5238639	5ss	95
52387769	3ss	95
5239048	5ss	21
5239207	3ss	98
5239289	5ss	135
52405978	5ss	12
5240647	3ss	21
52408070	3ss	12
5241277	3ss	186
5241314	3ss	95
5241380	5ss	138
5241433	5ss	105
5241888	5ss	17
524225	3ss	28
52431227	5ss	35
5243438	3ss	138
52435594	3ss	35
52435713	5ss	32
5243593	3ss	17
5243609	5ss	163
52437695	5ss	17
52443588	5ss	14
52443870	3ss	14
52444407	5ss	17
5244651	3ss	163
52447661	3ss	17
52448111	3ss	49
5244834	5ss	208
52448988	5ss	36
52449814	3ss	36
52449943	5ss	33
52450278	3ss	33
52450429	5ss	18
52450841	3ss	18
52451043	5ss	45
52451136	3ss	45
52451314	5ss	37
52452472	3ss	37
524534	5ss	79
52456418	5ss	451
52458035	3ss	451
52458159	5ss	106
52460441	3ss	106
52460540	5ss	165
52464026	5ss	220
52464138	3ss	220
52464267	5ss	184
52465212	3ss	165
52465298	5ss	220
52466426	3ss	220
52466514	5ss	416
52467359	3ss	184
5246752	3ss	208
52467686	5ss	179
52468516	3ss	416
52468584	5ss	364
5246926	5ss	91
52470570	3ss	179
52470912	3ss	364
52470960	5ss	250
52471080	3ss	250
5248838	3ss	91
5248958	5ss	165
52491942	5ss	22
52492678	3ss	22
52492860	5ss	18
5249778	3ss	165
5249948	5ss	150
5250085	3ss	105
5250220	5ss	144
52504875	3ss	18
52504923	5ss	21
52505830	3ss	21
52505993	5ss	11
52506319	3ss	11
52507845	5ss	24
52510463	3ss	24
52510615	5ss	13
52511590	3ss	13
52511658	5ss	41
52512113	3ss	41
52512298	5ss	11
52512465	3ss	11
52512593	5ss	35
52513765	3ss	35
52513878	5ss	56
52514200	3ss	56
52514311	5ss	11
52518529	3ss	11
5251860	3ss	135
5251933	5ss	179
52519843	5ss	10
52521212	3ss	10
52522051	5ss	166
52522621	5ss	16
52523352	3ss	16
52524247	5ss	15
52524721	3ss	15
52524849	5ss	10
52525368	3ss	10
52525507	3ss	151
52525529	5ss	13
52525573	5ss	222
52525888	3ss	13
5252805	3ss	194
5252901	5ss	190
52530217	5ss	63
52530497	3ss	237
52530610	5ss	268
52531187	3ss	63
52531316	5ss	37
52531547	3ss	37
52536043	5ss	136
5253746	3ss	144
5253924	5ss	132
5254166	3ss	135
52541885	3ss	136
52541970	5ss	131
5254335	5ss	280
52546611	3ss	131
52546712	5ss	209
5254688	5ss	10
52548876	3ss	209
52548963	5ss	58
52549012	3ss	248
52549213	5ss	190
5254957	3ss	10
5255004	3ss	190
52550808	3ss	58
52551784	3ss	210
52551843	5ss	257
5255207	5ss	222
52552384	3ss	257
5256194	3ss	280
5256290	5ss	160
5256721	3ss	160
5256818	5ss	128
5257514	3ss	222
5257553	3ss	128
5257645	5ss	180
5257654	3ss	132
5257785	5ss	127
52586598	5ss	16
52593049	3ss	16
52593279	5ss	54
52598142	3ss	54
52599073	5ss	104
52602455	3ss	104
52608075	5ss	62
5261893	5ss	11
5262233	3ss	180
5262303	5ss	282
5264503	3ss	127
52646608	5ss	36
52647565	3ss	36
5264970	5ss	143
5265454	3ss	282
5265561	5ss	288
5266207	3ss	143
5266311	5ss	143
5266811	3ss	288
5266975	5ss	156
5267735	3ss	156
5267842	5ss	179
52682041	3ss	62
52682146	5ss	29
5268417	3ss	143
5268533	5ss	149
5269239	3ss	179
5269336	5ss	148
52693427	5ss	267
5269369	5ss	156
5269551	5ss	10
52698843	3ss	29
52698948	5ss	76
52703160	3ss	76
5270466	3ss	304
52705197	3ss	267
52705267	5ss	46
52705287	5ss	335
52709216	3ss	335
52709316	5ss	456
52709433	5ss	296
52714513	3ss	456
52714533	5ss	69
52714745	5ss	448
52715939	3ss	448
52716086	5ss	317
52716208	3ss	317
52716363	5ss	405
5271665	3ss	149
5271763	5ss	121
52719032	3ss	405
52719146	5ss	547
52719257	3ss	547
52719327	5ss	588
52719782	3ss	588
52719916	5ss	538
52720121	5ss	276
52720218	5ss	20
52720785	3ss	296
52720843	5ss	412
52721262	3ss	412
52721399	5ss	489
52721518	3ss	489
52721631	5ss	276
52722125	3ss	276
52722208	5ss	232
52722944	3ss	538
52723090	3ss	232
52723117	5ss	284
52723222	5ss	282
52723442	3ss	284
52723502	5ss	479
52724232	3ss	479
52724386	5ss	437
52724608	3ss	282
52724720	5ss	262
52724961	3ss	262
52725087	5ss	329
52725352	3ss	437
52725494	5ss	718
52725558	3ss	329
52725645	5ss	265
52726709	3ss	10
52726829	5ss	49
52726888	3ss	265
52727062	5ss	243
52727203	3ss	243
52727345	5ss	658
52727424	3ss	658
52727560	5ss	423
52727648	3ss	423
52727823	5ss	412
52728053	3ss	412
52728119	5ss	301
52728209	3ss	301
52728970	3ss	718
52729061	5ss	599
52729218	3ss	599
52729445	3ss	46
52729544	5ss	80
52729603	3ss	404
52729673	5ss	501
52729836	3ss	501
52729875	5ss	492
52732327	3ss	80
52732503	5ss	31
52734135	3ss	31
52734304	5ss	23
52740136	3ss	23
52740256	5ss	53
52740298	5ss	175
52740437	3ss	492
52740551	5ss	318
52740660	3ss	175
52740719	5ss	212
52740809	3ss	212
52740887	3ss	18
52740895	5ss	434
52741703	3ss	434
52743929	3ss	300
52744020	5ss	342
52744164	3ss	53
52744286	5ss	37
52747333	3ss	37
52747488	5ss	60
52752734	3ss	342
52752804	5ss	275
52753410	5ss	10
52757926	3ss	285
52758017	5ss	244
52759125	3ss	60
52759349	5ss	108
527607	3ss	79
52761567	3ss	108
52761649	5ss	45
52765436	3ss	244
52765544	5ss	270
527660	3ss	145
5276609	3ss	121
5276749	5ss	122
52769493	3ss	45
52769597	5ss	58
52772884	5ss	24
52776706	5ss	311
527770	5ss	38
52777236	3ss	176
52777340	5ss	254
52778710	3ss	311
52778901	5ss	547
52779334	3ss	547
52779456	3ss	348
52779552	5ss	606
52779558	5ss	232
52779695	3ss	232
52779899	3ss	606
52780123	5ss	509
527802	5ss	85
52780827	3ss	410
52780830	3ss	99
52781057	5ss	431
52781517	3ss	97
52781781	3ss	334
52785364	3ss	24
52785490	5ss	37
52786538	3ss	37
52786666	5ss	49
5278973	3ss	10
5279045	5ss	15
52793319	3ss	49
52798440	3ss	58
52798590	5ss	54
52800360	3ss	54
52800440	5ss	73
52803444	3ss	73
52803606	5ss	38
52803737	5ss	85
5280411	3ss	122
52805798	3ss	38
52805903	5ss	27
5280600	5ss	82
5280975	3ss	15
52810440	3ss	27
52810616	5ss	55
52811732	3ss	55
5281472	3ss	82
5281527	5ss	64
52817406	3ss	85
52817532	5ss	84
52819087	3ss	84
52819215	5ss	69
52824663	5ss	202
52824832	3ss	69
52830890	3ss	202
52830997	5ss	374
52831839	3ss	374
52831979	5ss	1152
52835558	3ss	1152
5283659	3ss	64
5283757	5ss	84
5284684	3ss	84
5284800	5ss	146
52856590	5ss	254
52860531	5ss	10
52860619	3ss	10
5286417	3ss	146
52870551	5ss	115
52871352	3ss	115
52871511	5ss	202
52873230	5ss	30
52874241	3ss	202
52874362	5ss	114
52876364	3ss	30
52876490	5ss	47
52876787	3ss	114
52876872	5ss	148
52877552	3ss	47
52877680	5ss	37
52878186	3ss	148
52878296	5ss	128
52879551	3ss	128
52879663	5ss	154
52880293	3ss	154
52880319	5ss	189
52880434	3ss	189
52880531	5ss	177
52881010	3ss	177
52881058	5ss	166
52882320	3ss	166
52887102	3ss	37
52899282	3ss	254
52899360	5ss	276
52900554	3ss	15
52901872	5ss	25
52904938	3ss	25
52905006	5ss	20
52905200	3ss	20
52905281	5ss	30
52909160	3ss	30
52930590	5ss	94
52935855	3ss	94
52935941	5ss	132
52938279	3ss	132
52941341	5ss	122
52942063	3ss	261
52942235	5ss	269
52943597	3ss	122
52943696	5ss	100
52945766	3ss	100
52945896	5ss	70
52947302	3ss	70
52947416	5ss	102
52954381	3ss	269
52954454	5ss	297
52957227	3ss	102
52957345	5ss	110
52957532	3ss	110
52957622	5ss	87
52958264	3ss	87
52958359	5ss	133
52958683	3ss	133
52958776	5ss	139
52960311	3ss	139
52960462	5ss	107
52962520	3ss	107
52978284	5ss	36
52978948	3ss	297
52981069	3ss	36
52981153	5ss	27
52982850	3ss	27
52982928	5ss	13
52990027	3ss	13
52990176	5ss	33
52991109	3ss	33
52991234	5ss	50
52992000	3ss	50
52992104	5ss	24
52993107	3ss	24
52993223	5ss	34
53007434	3ss	34
53007567	5ss	37
53014010	3ss	37
53014070	5ss	51
53014470	3ss	51
53014587	5ss	60
53016285	3ss	60
53016381	5ss	73
53024622	3ss	73
53024673	5ss	45
53026879	3ss	45
53026984	5ss	42
53027406	3ss	42
53027487	5ss	17
53029761	5ss	113
53030658	3ss	113
53030742	5ss	159
53035031	3ss	35
53035034	3ss	124
53035109	5ss	162
53035193	3ss	162
53036061	5ss	292
53036262	5ss	15
53036498	3ss	292
53036702	5ss	187
53037927	3ss	17
53037988	5ss	24
53038596	3ss	24
53039430	3ss	187
53039600	5ss	234
53042413	3ss	234
53042482	5ss	233
53046176	5ss	16
53046519	3ss	15
53046600	5ss	40
53047964	3ss	233
53048219	5ss	104
53049030	3ss	104
53050765	3ss	30
53050891	5ss	25
53056360	3ss	35
53062975	3ss	16
53063052	5ss	69
53063503	3ss	69
53063627	5ss	117
53068186	3ss	117
53068318	5ss	84
53072617	5ss	34
53073934	3ss	34
53076706	3ss	84
53076812	5ss	110
53076993	3ss	110
53077203	5ss	62
53078169	3ss	62
53078244	5ss	74
53084867	3ss	74
53084958	5ss	56
53108529	3ss	56
53108625	5ss	55
53111529	3ss	55
53111620	5ss	37
53112487	5ss	49
53113727	3ss	49
53113804	5ss	49
53113937	3ss	49
53114048	5ss	26
53114136	3ss	26
53114281	5ss	43
53114409	3ss	43
53114503	5ss	52
53114813	3ss	52
53115492	5ss	52
53116958	3ss	52
53120597	3ss	37
53120686	5ss	72
53124450	3ss	72
53124515	5ss	88
53150261	3ss	88
53150437	5ss	30
53155439	3ss	30
53155555	5ss	33
53156047	3ss	33
53156096	5ss	40
53158411	3ss	40
53158544	5ss	69
53174022	5ss	296
53175027	3ss	296
53175106	5ss	397
53175201	3ss	397
53175240	5ss	471
53175482	3ss	471
53175534	5ss	639
53177819	3ss	639
53177886	5ss	970
53178128	3ss	970
53178242	5ss	413
53180599	3ss	413
53180686	5ss	392
53184799	3ss	392
53184860	5ss	207
53184947	3ss	207
53185070	5ss	298
53185695	3ss	298
53185756	5ss	294
53187579	3ss	294
53187699	5ss	255
53187828	3ss	255
53187908	5ss	172
53190683	3ss	172
53190754	5ss	131
53191453	5ss	29
53191817	5ss	40
53192355	5ss	30
53194217	3ss	131
53196124	3ss	40
53196399	5ss	30
53197249	5ss	47
53201573	3ss	30
53201713	5ss	30
53203354	3ss	11
53206557	3ss	19
53206629	5ss	21
532108	5ss	330
53211440	3ss	21
53211570	3ss	47
53211581	5ss	11
53211602	5ss	39
53213144	3ss	39
53213197	5ss	23
53215283	5ss	11
53215460	3ss	11
53215622	5ss	18
53215717	3ss	18
53215748	5ss	21
53216541	3ss	11
53217137	3ss	21
53217222	5ss	16
53217401	3ss	23
53217468	3ss	16
53217498	5ss	41
53218671	3ss	69
53218728	5ss	93
53219716	5ss	10
53219943	3ss	10
53220356	5ss	19
53220620	3ss	19
53222130	3ss	30
53222295	5ss	40
53223262	5ss	11
53223269	3ss	41
53223329	5ss	61
53223889	3ss	11
53224017	5ss	11
53224037	3ss	61
53224073	5ss	33
53224461	3ss	33
53224500	5ss	41
53224592	3ss	41
53224642	5ss	46
53226124	3ss	11
53226400	3ss	46
53226472	5ss	62
53227093	5ss	203
5322713	5ss	101
53227181	3ss	203
53227238	5ss	161
53231667	3ss	161
53231757	5ss	263
53232361	5ss	12
53232534	3ss	275
53232603	5ss	331
53233314	3ss	331
53233384	5ss	103
53235558	3ss	62
53235610	3ss	38
53235651	5ss	54
53235705	5ss	44
5323611	5ss	176
53236692	3ss	40
53236784	3ss	109
53237158	3ss	93
53237446	5ss	58
53237751	3ss	54
53239868	5ss	340
53240947	3ss	340
53241054	5ss	463
53243394	3ss	29
53243725	5ss	33
53245525	3ss	58
53245665	5ss	67
5324616	3ss	176
5324786	5ss	104
53250365	3ss	463
53250455	5ss	244
53250549	3ss	67
53250725	5ss	33
532525	3ss	15
53254109	3ss	244
53254290	5ss	133
53255675	3ss	33
53255739	5ss	36
53256556	3ss	33
53256667	5ss	39
53260278	3ss	39
53260424	5ss	25
5326089	3ss	104
53261308	3ss	25
53261376	5ss	46
53261460	3ss	46
5326149	5ss	89
53261515	5ss	58
53261869	3ss	133
53261964	3ss	36
53262063	5ss	66
53262406	3ss	66
53262456	5ss	61
53262895	3ss	58
53263012	5ss	25
53265331	3ss	25
53265417	5ss	10
53265559	3ss	10
53265696	5ss	39
53267491	3ss	61
53267652	5ss	32
53267764	3ss	32
53267811	5ss	29
53269097	3ss	39
53269218	5ss	48
53272255	3ss	48
53272498	5ss	19
532736	5ss	15
5327437	3ss	33
5327440	3ss	68
5327616	5ss	185
53276752	3ss	19
53279208	3ss	29
53279391	5ss	39
53279405	5ss	64
53279507	3ss	39
53279532	3ss	64
53279584	5ss	53
53279762	5ss	11
53281205	3ss	11
53281415	5ss	13
53282204	3ss	53
53282301	5ss	47
53283783	3ss	13
53283978	5ss	10
53287111	3ss	47
53288350	3ss	10
53288517	5ss	36
53289512	3ss	36
53289691	5ss	72
5329291	3ss	58
5329402	5ss	92
532942	3ss	38
5329556	3ss	104
5329619	5ss	132
53296899	3ss	72
53297009	5ss	52
53301206	3ss	52
53301402	5ss	25
53301839	3ss	25
53302038	5ss	39
5330363	3ss	185
5330494	5ss	296
53307538	3ss	39
5330755	3ss	296
53307697	5ss	12
53308125	3ss	12
53308214	5ss	16
5330868	5ss	303
5331324	3ss	250
5331361	3ss	53
5331391	3ss	122
5331452	5ss	250
5331531	5ss	95
53319508	3ss	16
53319611	5ss	37
53320138	3ss	37
53320255	5ss	33
53320302	5ss	34
53321869	3ss	33
53321926	5ss	42
53322670	3ss	34
53323421	5ss	32
53325637	3ss	42
53325679	5ss	54
53326403	3ss	32
53326543	5ss	16
53326745	3ss	54
53326964	5ss	28
53329653	3ss	16
53329829	5ss	15
53330868	3ss	28
53331070	5ss	20
53332175	3ss	15
53332239	5ss	30
53333211	3ss	30
53337632	3ss	20
53338537	5ss	23
53340146	3ss	23
53340309	5ss	10
53341593	3ss	10
53341865	5ss	13
53342598	3ss	13
53342766	5ss	38
53342960	5ss	51
53343374	5ss	4984
53343515	5ss	26
53343597	3ss	26
53343641	5ss	14
53344112	3ss	4984
53344194	5ss	3591
53344534	3ss	3591
53344690	5ss	5541
5334491	3ss	202
5334496	3ss	38
53345112	3ss	51
53345265	3ss	5541
53345429	5ss	3531
53345447	5ss	88
53345515	3ss	3531
53345640	5ss	6228
5334565	5ss	168
53345903	3ss	6218
53345906	3ss	10
53346126	5ss	6506
53346506	3ss	6506
53347143	3ss	14
53347337	5ss	12
53348289	3ss	38
53348428	5ss	36
53348735	3ss	36
53348956	5ss	36
53351505	3ss	12
53351566	5ss	17
53352124	3ss	36
53352252	5ss	24
53352628	3ss	17
53352725	5ss	30
53355438	3ss	24
53355542	5ss	35
53357932	3ss	35
53358454	3ss	30
5335862	3ss	124
5336567	3ss	168
5336829	5ss	201
53385	5ss	42
5338619	3ss	211
5338757	5ss	239
5338871	3ss	239
5339058	5ss	420
53392588	3ss	88
53392808	5ss	68
53393137	5ss	52
53398025	3ss	68
53400280	5ss	361
5340053	3ss	420
5340293	5ss	254
53407468	3ss	52
53407525	5ss	52
53410257	3ss	361
53410394	5ss	2954
53412582	3ss	2954
53412790	5ss	845
53413681	3ss	52
53413694	3ss	845
53413752	5ss	33
53413810	5ss	2663
53415500	3ss	32
53415590	3ss	2631
53415644	5ss	2967
53416277	3ss	2967
53416390	5ss	22
53416411	5ss	1761
53416427	3ss	33
53416558	5ss	40
53420412	3ss	40
53420476	5ss	47
53421566	3ss	1652
53421703	5ss	3520
53421799	3ss	3639
53421817	3ss	12
53421972	5ss	2325
5342428	3ss	204
53427175	3ss	47
53427301	5ss	38
53427590	3ss	2325
53427818	5ss	3314
53428396	3ss	3314
5342847	3ss	50
53428493	5ss	3476
53428508	5ss	403
53431193	3ss	3879
53431406	5ss	2102
53432140	3ss	2102
53432195	5ss	3002
53433019	3ss	67
53433022	3ss	2935
53433127	5ss	1741
53433414	3ss	1741
53433486	5ss	1255
53433927	3ss	1255
53440441	3ss	38
53440504	5ss	39
53442355	3ss	39
53442441	5ss	40
53443889	3ss	40
53444039	5ss	80
53446068	3ss	80
53446215	5ss	39
53453701	3ss	39
53453808	5ss	56
53453887	5ss	25
53455844	3ss	25
53455992	5ss	11
53456029	5ss	11
53456160	3ss	11
53458948	3ss	11
53468708	5ss	33
53472928	3ss	33
53473058	5ss	28
53476570	3ss	28
53476770	5ss	39
53480562	3ss	56
53480715	5ss	347
53480954	3ss	39
53481018	5ss	50
53485615	3ss	50
53485743	5ss	91
53487364	3ss	91
53487524	5ss	64
53487617	3ss	64
53487681	5ss	85
53488568	3ss	85
53488754	5ss	50
53491835	5ss	25
53493363	3ss	50
53493529	5ss	82
53493641	3ss	347
53493743	5ss	651
53494496	3ss	25
53494641	5ss	22
53494825	3ss	22
53495653	3ss	82
53495762	5ss	89
53496464	3ss	89
53496567	5ss	39
53497443	5ss	108
53497935	3ss	108
53497990	5ss	101
53498138	3ss	39
53498275	5ss	39
53498891	3ss	101
53499027	5ss	93
53499345	3ss	51
53499350	3ss	39
53499404	5ss	43
53499514	5ss	62
53499691	3ss	56
53499798	5ss	22
53500970	3ss	62
53501081	5ss	76
53503828	3ss	76
53504097	5ss	47
53504295	3ss	47
53504575	5ss	49
53504589	3ss	630
53504658	3ss	49
53504718	5ss	643
53504834	5ss	52
53509174	3ss	51
53509438	5ss	69
53509881	3ss	69
53509950	5ss	77
53512134	3ss	77
53512218	5ss	53
53512674	3ss	53
53512719	5ss	43
53512908	3ss	43
53513037	5ss	61
53513066	3ss	52
53513137	5ss	64
53513530	3ss	664
53513609	5ss	776
53513798	3ss	64
53513903	5ss	80
53514479	3ss	80
53514570	3ss	61
53514667	5ss	48
53514681	5ss	122
53515087	3ss	48
53515185	5ss	64
53515583	3ss	122
