D3_pos	ss	D3_reads
50832228	5ss	38
50832322	3ss	468
50832564	5ss	468
50834222	3ss	295
50834332	5ss	306
50835373	3ss	306
50835426	5ss	217
50845118	3ss	454
50845164	3ss	14
50845304	5ss	304
50847243	3ss	202
50847455	5ss	258
50848097	3ss	273
50848200	5ss	261
50852981	3ss	304
50853118	5ss	407
50854521	3ss	407
50854586	5ss	335
50854918	3ss	261
50855130	5ss	306
50856365	3ss	306
50856413	5ss	286
50857296	3ss	316
50857408	5ss	418
50857775	3ss	25
50857778	3ss	412
50857891	5ss	399
5086027	5ss	20
50860683	3ss	399
50860742	3ss	286
50860809	5ss	450
50860903	5ss	223
50861891	3ss	450
50862043	5ss	337
50867198	3ss	223
50867319	5ss	222
50867782	3ss	222
50867950	5ss	296
50869309	3ss	296
50869602	3ss	337
50869811	5ss	404
50870694	3ss	404
50870758	5ss	465
50873395	3ss	465
50873510	5ss	360
50874796	3ss	360
50874881	5ss	379
50875417	3ss	318
50875497	5ss	478
50875935	3ss	539
50876032	5ss	537
50876272	3ss	537
50876329	5ss	544
50876603	3ss	544
5087664	3ss	20
50876727	5ss	545
50877028	3ss	545
50877191	5ss	478
5087722	5ss	42
50878127	3ss	36
50878130	3ss	442
50878286	5ss	353
50878390	3ss	353
50878478	5ss	290
50879251	3ss	290
50879455	5ss	307
50879833	5ss	101
50879976	3ss	101
50880083	5ss	150
50880844	3ss	150
50880905	5ss	142
50880990	3ss	142
50881127	5ss	122
50881406	3ss	122
50881696	5ss	104
50881779	3ss	104
50882053	5ss	169
50882259	3ss	169
50882295	3ss	307
50882438	5ss	166
50882546	5ss	330
50882628	3ss	330
50883037	3ss	166
50883136	5ss	113
50885223	3ss	113
50885431	5ss	81
50885713	3ss	81
50887647	5ss	94
50898407	5ss	10
50899023	5ss	128
50902108	3ss	104
50902310	5ss	235
50902628	3ss	235
50902741	5ss	204
50905035	3ss	204
50905181	5ss	293
50905256	3ss	293
50905381	5ss	225
50905462	3ss	225
50905630	5ss	141
50905711	3ss	141
50905792	5ss	167
50905869	3ss	167
50905998	5ss	164
50906310	3ss	164
50906476	5ss	312
50906750	3ss	312
50906854	5ss	316
50909439	3ss	316
50909579	5ss	254
50909664	3ss	254
50909774	5ss	226
50910240	3ss	226
50910431	5ss	249
50910584	3ss	249
50910672	5ss	223
50912042	3ss	223
50912158	5ss	220
50912379	3ss	220
50912492	5ss	250
50912776	3ss	250
50912851	5ss	24
50912923	5ss	193
50916683	3ss	217
50916778	5ss	163
50916999	3ss	163
50917136	5ss	190
50918072	3ss	190
50918247	5ss	210
50918695	3ss	210
50918847	5ss	166
50918981	3ss	166
50919083	5ss	215
50919653	3ss	215
50919785	5ss	207
50919867	3ss	207
50919980	5ss	143
50920302	3ss	143
50920354	5ss	161
50920429	3ss	161
50920526	5ss	208
50921099	3ss	208
50946874	5ss	273
50954876	3ss	273
50954977	5ss	238
50955856	3ss	238
50955911	5ss	314
50956006	3ss	314
50956090	5ss	372
50956170	3ss	372
50956238	5ss	445
50956402	3ss	445
50956481	5ss	459
50956562	3ss	459
50956707	5ss	426
50957078	3ss	426
50957161	5ss	457
50957619	3ss	457
50957749	5ss	366
50959394	3ss	366
50959465	5ss	372
50959972	3ss	372
50960038	5ss	252
50960170	3ss	252
50960277	5ss	295
50960415	3ss	295
50960468	5ss	297
50960610	3ss	297
50960680	5ss	372
50960772	3ss	372
50960844	5ss	432
50960927	3ss	46
50960930	3ss	386
50960998	5ss	445
50961100	3ss	445
50961149	5ss	354
50961250	3ss	354
50961351	5ss	357
50961446	3ss	357
50961595	5ss	359
50961664	3ss	359
50964427	5ss	22
5096926	3ss	42
5097052	5ss	64
5097315	3ss	64
5097410	5ss	66
509762	3ss	103
50979915	5ss	62
50981186	3ss	62
50981258	5ss	40
50982214	3ss	40
50982323	5ss	66
50983368	3ss	66
50983472	5ss	83
50983838	3ss	83
50984019	5ss	75
50984141	3ss	75
50984234	5ss	20
50985406	3ss	20
50989225	3ss	22
509974	5ss	103
51019759	3ss	128
51019830	5ss	226
5103326	3ss	66
51034507	3ss	226
51034635	5ss	193
51053977	3ss	193
51054102	5ss	249
51064969	3ss	249
51065181	5ss	320
51068257	3ss	320
51068412	5ss	243
51069112	3ss	243
51069231	5ss	192
51069234	5ss	39
51072462	3ss	231
51072659	5ss	253
51074455	3ss	253
51074546	5ss	214
51076921	3ss	214
51077031	5ss	208
5107795	5ss	91
51079616	3ss	208
51079739	5ss	207
51080356	3ss	207
51080465	5ss	161
51084832	3ss	161
51084934	5ss	138
510850	5ss	49
51086732	3ss	138
51086796	5ss	242
51089050	3ss	242
51089143	5ss	274
51089631	3ss	274
51089750	5ss	192
51090844	3ss	192
51090958	5ss	177
51092111	3ss	177
51092250	5ss	194
51092849	3ss	194
51092985	5ss	192
51097923	3ss	192
51098003	5ss	294
51100321	3ss	294
51100448	5ss	259
51102231	3ss	259
51102345	5ss	173
5110633	3ss	22
51108178	3ss	173
5110829	5ss	41
51108379	5ss	261
51112492	3ss	261
51112601	5ss	191
51112738	3ss	191
51112818	5ss	218
51115056	3ss	218
51115179	5ss	247
51116985	3ss	247
51117106	5ss	282
51117121	5ss	15
51117197	3ss	15
51117348	5ss	24
51117447	3ss	24
51118558	3ss	282
51118669	5ss	228
51121486	3ss	228
51121595	5ss	196
51122331	3ss	196
51122461	5ss	282
51125152	3ss	282
51125320	5ss	178
51126149	3ss	178
51126319	5ss	165
51127918	3ss	165
51127979	5ss	164
51128856	3ss	164
51128913	5ss	235
51130819	3ss	235
51130893	5ss	252
51133192	3ss	252
51133369	5ss	280
51135199	3ss	280
51135322	5ss	180
51136143	5ss	17
51137118	3ss	17
51137231	5ss	52
51138370	3ss	180
511404	3ss	23
51142288	3ss	52
51142363	5ss	47
51142594	3ss	47
51142676	5ss	35
51143166	3ss	35
51143290	5ss	44
51143392	3ss	44
51143524	5ss	43
51144500	3ss	43
51144580	5ss	56
511497	5ss	20
51153345	3ss	56
51153475	5ss	45
51154097	3ss	45
51154181	5ss	17
51158090	5ss	53
51158612	3ss	17
51173923	3ss	53
51174021	5ss	109
51189692	3ss	109
51189792	5ss	122
5119129	3ss	41
5119230	5ss	19
5119664	3ss	19
5119863	5ss	21
51201125	5ss	17
51203239	3ss	122
51203372	5ss	154
51204275	3ss	17
51204346	5ss	31
51207645	3ss	31
51207768	5ss	29
51207793	3ss	154
51207975	5ss	198
51208063	3ss	198
51208222	5ss	159
51213418	3ss	159
51216128	3ss	29
51216201	5ss	35
51217295	3ss	35
51217416	5ss	38
5122058	5ss	84
51221206	3ss	38
51221365	5ss	15
51222292	5ss	28
51222449	5ss	10
51223002	3ss	15
51223168	5ss	12
51223601	3ss	38
51223721	5ss	51
51226821	3ss	12
5122952	3ss	84
5123029	5ss	120
5123154	3ss	120
5123257	5ss	126
51233761	5ss	30
51233863	3ss	30
51233972	5ss	32
51237083	3ss	51
51240217	3ss	32
51240356	5ss	16
51242023	3ss	16
51242135	5ss	28
51242248	3ss	28
51242366	5ss	37
51250689	3ss	37
51250991	5ss	28
5125389	3ss	126
5125537	5ss	128
51260460	3ss	28
51260574	5ss	17
5127446	3ss	128
5127535	5ss	96
51276219	3ss	17
51276342	5ss	37
5127908	3ss	96
5128018	5ss	99
51285567	3ss	37
51285822	5ss	39
5128758	3ss	99
5128879	5ss	98
51289523	3ss	39
51290080	5ss	13
5129065	3ss	98
5129103	5ss	102
51291269	3ss	13
51291459	5ss	11
51293223	3ss	11
51293380	5ss	33
51294699	3ss	33
5129749	3ss	102
5129808	5ss	105
5130947	3ss	105
5131057	5ss	96
5131087	3ss	21
5131556	5ss	27
5131898	3ss	27
51319319	5ss	234
5132018	5ss	14
51323697	3ss	234
5132560	3ss	96
5132674	5ss	101
5133683	3ss	101
5133758	5ss	85
5133894	3ss	14
5134072	5ss	16
5134751	3ss	85
5135350	3ss	16
5135572	5ss	40
5137273	3ss	40
5137349	5ss	17
5137632	3ss	17
5137687	5ss	19
5137973	3ss	19
5138081	5ss	37
51387763	5ss	18
51422867	5ss	280
51423639	3ss	280
51423766	5ss	801
51425168	3ss	801
51425309	5ss	1188
51426336	3ss	1188
51435571	5ss	27
51436030	3ss	27
51436169	5ss	38
51439565	3ss	38
5143978	3ss	37
5144163	5ss	38
51442261	5ss	57
5144259	3ss	38
51442817	3ss	57
51442968	5ss	71
5144423	5ss	39
51445875	3ss	58
51445990	5ss	46
51447561	3ss	46
51447643	5ss	69
5144794	3ss	39
5144913	5ss	51
51449618	3ss	69
51449804	5ss	71
51449927	3ss	71
51450028	5ss	91
51450133	3ss	104
51450285	5ss	81
51451815	3ss	81
51451911	5ss	119
51453144	3ss	119
514677	3ss	49
514730	5ss	64
51484276	5ss	34
514845	3ss	103
51501543	3ss	34
515016	5ss	10
51501614	5ss	75
51503611	3ss	75
5150369	3ss	51
51503718	5ss	110
5150461	5ss	41
51504819	3ss	110
51504895	5ss	103
515062	5ss	83
51509021	3ss	103
51509135	5ss	153
5151346	3ss	41
51517457	3ss	153
51517530	5ss	145
51519563	3ss	145
51519668	5ss	123
51522123	3ss	123
51522204	5ss	129
51523599	3ss	129
51523641	5ss	105
51528041	3ss	92
51528121	5ss	67
51530494	3ss	67
5154169	3ss	91
5154305	5ss	129
51544068	3ss	13
515449	3ss	93
5155829	3ss	129
5155925	5ss	124
51565296	5ss	544
51572492	5ss	111
51572931	5ss	31
5157294	3ss	124
515730	5ss	81
5157391	5ss	170
51575666	5ss	58
51576499	5ss	10
51579128	3ss	654
51579282	5ss	906
51580556	3ss	917
51580696	5ss	1139
51580880	3ss	1139
51580968	5ss	1316
51581270	3ss	1316
51581378	5ss	1076
51582183	3ss	1076
51582272	5ss	1112
51582796	3ss	1112
51582939	5ss	985
51584616	3ss	985
51585599	5ss	1023
51586271	3ss	1023
51586411	5ss	1022
51589225	3ss	1022
5159463	3ss	170
5159602	5ss	167
51623901	5ss	11
51624383	3ss	89
51624575	5ss	58
51629986	3ss	11
5163033	3ss	167
5163091	5ss	190
51631956	5ss	23
51632704	5ss	443
51632846	3ss	23
51633029	5ss	98
51634127	3ss	443
51634245	5ss	672
51634655	3ss	672
51634900	5ss	495
51636114	3ss	495
5163707	3ss	190
5163789	5ss	158
51642387	3ss	65
51642637	3ss	33
5164273	5ss	476
5165504	3ss	158
5165591	5ss	145
51661569	3ss	58
51661770	5ss	75
51663350	3ss	75
51663489	5ss	85
5166404	3ss	145
51664288	3ss	85
51664404	5ss	91
5166472	5ss	149
51664721	3ss	91
51664947	5ss	87
51667593	3ss	87
51667775	5ss	67
51667918	3ss	67
51668051	5ss	71
51669609	3ss	71
51669805	5ss	48
51671177	3ss	48
51671519	5ss	62
51672160	3ss	62
51672337	5ss	88
5167333	3ss	149
51673435	3ss	88
51673686	5ss	55
51673897	3ss	55
51674015	5ss	69
5167485	5ss	146
51675765	3ss	69
51675883	5ss	58
51677891	3ss	58
51677990	5ss	53
51679040	3ss	53
51679245	5ss	78
51679607	3ss	78
51679779	5ss	80
51680301	3ss	80
51680497	5ss	82
51689987	3ss	82
51690186	5ss	73
51691596	3ss	73
51691685	5ss	49
51694042	3ss	49
51694134	5ss	72
51696442	3ss	72
5169713	3ss	146
5169832	5ss	139
51702551	5ss	330
5170381	3ss	139
5170484	5ss	154
51705304	5ss	12
51707162	5ss	194
5170748	3ss	154
51708287	3ss	12
51708578	5ss	91
51710574	3ss	194
51710689	5ss	220
51712031	3ss	220
51712076	5ss	165
51713810	3ss	165
51713938	5ss	170
51716044	3ss	170
51716089	5ss	198
51716186	3ss	198
51716287	5ss	189
51716411	3ss	189
51716483	5ss	201
51718429	3ss	91
51718650	5ss	136
51721059	3ss	201
517248	3ss	81
51732772	3ss	18
51733422	3ss	136
51733590	5ss	115
51735628	3ss	330
51735797	5ss	315
51736823	3ss	315
51737740	3ss	115
51749136	5ss	17
51751436	3ss	17
51751504	5ss	12
51754155	3ss	12
51754189	5ss	13
51761756	3ss	13
51767836	5ss	10
51768471	3ss	10
517702	5ss	84
51813781	5ss	12
51818203	3ss	12
51827768	5ss	45
51827865	3ss	45
51827987	5ss	68
51829307	3ss	68
51829471	5ss	91
51838435	3ss	91
51838497	5ss	56
51840518	3ss	56
51850646	5ss	10
51851191	3ss	10
51851278	5ss	32
51851922	3ss	32
51851993	5ss	67
51853028	3ss	67
51853146	5ss	46
518534	3ss	22
51853620	3ss	46
51853677	5ss	19
51854908	3ss	19
5185815	5ss	93
518587	5ss	49
51859824	5ss	49
51863802	3ss	49
51863903	5ss	52
51866094	3ss	52
51870030	5ss	35
51873655	3ss	35
51885209	5ss	32
51885817	3ss	32
51885939	5ss	36
51886920	3ss	36
51889291	5ss	15
51892089	3ss	15
51892191	5ss	18
51898836	3ss	18
51898967	5ss	15
51900584	3ss	15
51900654	5ss	24
51904544	3ss	24
51978233	5ss	11
51978406	3ss	11
51978594	5ss	10
51978794	3ss	10
51979660	5ss	11
51979869	3ss	11
51981911	5ss	12
51982327	3ss	12
52009220	5ss	44
52011887	3ss	44
52012098	5ss	85
52012275	3ss	85
52012390	5ss	81
52014409	3ss	62
52014644	5ss	61
52014852	3ss	80
52017605	5ss	122
52018063	3ss	122
52018174	5ss	206
52019223	3ss	206
52019287	5ss	268
52019377	3ss	268
52019481	5ss	366
52019868	3ss	366
52019962	5ss	334
52020271	3ss	334
52020347	5ss	315
52020431	3ss	315
52020520	5ss	333
52020621	3ss	333
52020677	5ss	260
52021004	3ss	260
52021077	5ss	200
52021163	3ss	200
52021212	5ss	266
52021325	3ss	266
52021469	5ss	282
52021572	3ss	282
52021640	5ss	282
52022540	3ss	282
52022619	5ss	300
52022782	3ss	300
52022842	5ss	336
52022927	3ss	336
520828	3ss	84
52082893	5ss	105
52084248	5ss	27
520913	3ss	91
52096954	5ss	301
52097243	3ss	301
521019	5ss	60
521144	5ss	143
52117663	3ss	105
52117713	5ss	100
52118714	5ss	17
5211989	3ss	93
5212117	5ss	134
5212188	3ss	476
52122033	5ss	62
5212268	5ss	463
521295	3ss	20
52135106	3ss	100
52135184	5ss	114
5213835	3ss	463
521389	5ss	27
5213908	5ss	442
5214332	3ss	442
5214425	5ss	415
52145199	3ss	27
52145319	5ss	66
52155008	3ss	62
52155207	5ss	164
52156409	3ss	17
52156653	5ss	24
5215702	3ss	415
52157281	3ss	66
52157393	5ss	90
5215769	5ss	309
52158960	5ss	24
5216029	3ss	309
52160597	3ss	90
52160685	5ss	100
52160805	3ss	100
52160916	5ss	83
5216099	5ss	314
52161414	3ss	164
52161524	3ss	83
52161570	5ss	94
52161651	5ss	98
52163119	5ss	10
52163652	3ss	10
52164860	3ss	24
52164950	5ss	15
52167774	3ss	15
52167853	5ss	16
52167877	5ss	10
52169230	3ss	26
52169306	5ss	21
52171467	3ss	21
52171653	5ss	20
52174796	3ss	20
52174951	5ss	17
52177705	3ss	98
52177853	5ss	85
52178249	3ss	17
52178314	5ss	26
52179201	3ss	26
52179269	5ss	14
52179675	3ss	114
52179751	5ss	111
52179786	3ss	94
52179908	5ss	118
52181253	3ss	118
52181342	5ss	109
52182043	3ss	14
52182217	5ss	14
52183647	3ss	85
52183797	5ss	77
52186012	3ss	109
52186142	5ss	77
52186773	3ss	14
52187108	5ss	35
52188616	3ss	77
52188667	3ss	35
52188723	5ss	143
52188798	5ss	31
52189506	3ss	77
52189671	5ss	62
52192352	3ss	143
52192495	5ss	117
52192497	3ss	31
52192588	5ss	39
52193286	3ss	62
52193359	5ss	85
52194069	3ss	85
52194089	3ss	117
52194213	5ss	99
52194233	5ss	93
52194463	3ss	39
52195673	5ss	40
52195796	5ss	118
52200973	3ss	93
52201593	3ss	99
52201738	5ss	98
5220349	3ss	314
52204728	3ss	98
52204871	5ss	87
52205992	3ss	87
52206249	5ss	85
52211208	3ss	269
52211294	3ss	85
52211303	5ss	345
52211424	5ss	53
52212382	3ss	345
52212429	5ss	311
52214041	3ss	311
52214070	5ss	329
52214562	3ss	53
52214728	5ss	63
52215817	3ss	329
52215867	5ss	408
52216162	3ss	63
52216298	5ss	81
52218607	3ss	81
52218717	5ss	96
52221108	3ss	96
52221317	5ss	49
52221992	3ss	291
52222030	5ss	290
52223414	3ss	49
52223494	5ss	100
52225455	3ss	100
52225531	5ss	112
52226362	3ss	407
52226452	5ss	481
52227539	3ss	481
52227643	5ss	525
52227877	3ss	112
52227966	5ss	60
52229724	3ss	60
52229826	5ss	54
52231494	3ss	525
52231653	5ss	530
52232271	5ss	225
52232688	3ss	78
52232864	5ss	125
52233226	3ss	261
52233231	3ss	54
52233237	3ss	11
52233344	5ss	101
52233456	5ss	219
52234732	3ss	24
52234799	5ss	16
52235420	3ss	101
52235521	5ss	88
52235670	3ss	88
52235774	5ss	85
52236523	3ss	219
52236750	5ss	312
52237742	3ss	530
52237854	5ss	493
52237879	3ss	312
52238028	5ss	266
52238277	3ss	493
52238395	5ss	324
52238709	3ss	266
52238931	5ss	205
52239855	3ss	205
52240039	5ss	327
52240588	3ss	327
52240767	5ss	220
52240773	3ss	85
52240865	5ss	54
52242099	3ss	220
52242263	5ss	195
52242505	3ss	324
52242590	5ss	304
52243175	3ss	54
52243291	5ss	51
52245299	3ss	195
52245567	5ss	236
52246274	3ss	236
52246436	5ss	236
52246836	3ss	304
52247007	5ss	338
52248036	3ss	236
52248231	3ss	338
52248237	3ss	51
52248315	5ss	426
52249306	3ss	16
52249379	5ss	31
52249587	3ss	426
52249697	5ss	288
52249936	3ss	288
52249999	5ss	397
52250114	3ss	397
52250254	5ss	377
52251480	3ss	377
52251558	5ss	425
52252198	3ss	425
52252289	5ss	547
52253025	3ss	547
52253160	5ss	429
52253387	3ss	429
52277732	3ss	31
52277786	5ss	40
52285271	5ss	10
52285362	5ss	42
52288744	3ss	10
52293334	3ss	40
52293484	5ss	26
5229999	5ss	95
5230124	5ss	132
52301814	3ss	26
52301926	5ss	41
52311573	5ss	239
52312229	5ss	32
52313185	3ss	41
52313311	5ss	44
52319085	5ss	10
52322578	3ss	42
52322698	5ss	64
52324735	5ss	207
52324976	3ss	207
52325127	5ss	142
52325446	3ss	44
52325551	5ss	36
52325763	3ss	142
52325938	5ss	277
52326276	3ss	277
52326585	5ss	73
52327062	3ss	73
52327190	5ss	25
52327208	5ss	64
52327323	3ss	89
5232749	3ss	70
5232802	5ss	77
52329494	3ss	36
52329595	5ss	36
52329693	3ss	10
52329913	5ss	10
52330468	3ss	36
52330598	5ss	36
52332328	3ss	36
52332436	5ss	33
52333876	3ss	33
52334131	3ss	10
52334271	5ss	13
52334951	3ss	20
52335030	5ss	46
52337942	3ss	64
52338027	3ss	297
52338051	5ss	87
52339212	5ss	486
52340831	3ss	87
52340922	5ss	80
52342190	3ss	486
52342334	5ss	419
52343835	3ss	13
52344048	5ss	11
52344193	3ss	80
52344307	5ss	76
52344438	3ss	11
52344473	3ss	76
52344585	5ss	11
52344600	5ss	52
52345618	5ss	68
52347241	3ss	52
52347389	5ss	72
52350830	3ss	419
52350994	5ss	671
52351368	3ss	72
52351518	5ss	43
52351814	3ss	43
52351979	5ss	57
5235244	3ss	134
52353496	3ss	671
52353697	5ss	437
52353855	3ss	57
52353931	5ss	68
5235447	5ss	158
52354938	3ss	11
52355704	3ss	68
52355842	5ss	81
52356099	3ss	437
52356731	3ss	81
52356876	5ss	60
52358616	3ss	60
52358759	5ss	78
52360742	3ss	78
52360945	5ss	54
52361671	3ss	54
52361807	5ss	41
52362948	3ss	41
52363087	5ss	65
52365939	3ss	65
52366090	5ss	73
52367768	3ss	73
52367878	5ss	75
52368443	3ss	75
52368525	5ss	76
5236894	3ss	95
52368948	3ss	76
52369049	3ss	68
52369089	5ss	69
52369288	5ss	89
5236966	5ss	150
52370111	3ss	89
52370215	3ss	69
52370307	5ss	61
52370359	5ss	174
52370891	3ss	61
52370967	5ss	70
52371051	3ss	70
52371134	5ss	71
52374602	3ss	71
52374704	5ss	80
52374753	3ss	174
52374983	5ss	127
52376341	3ss	80
52376451	5ss	76
52377422	3ss	76
52377526	5ss	66
52377783	3ss	127
52377950	5ss	85
52378976	3ss	85
52379132	5ss	88
52379170	3ss	66
52379283	5ss	74
52380602	3ss	88
52380726	5ss	111
52382782	3ss	74
52382871	5ss	68
5238479	3ss	158
52385647	3ss	111
52385776	3ss	68
52385777	5ss	123
52385892	5ss	65
52386349	3ss	65
5238639	5ss	102
52387769	3ss	123
5239048	5ss	12
5239207	3ss	139
5239289	5ss	161
5240647	3ss	12
5241277	3ss	150
5241314	3ss	102
5241380	5ss	184
5241433	5ss	120
5241888	5ss	17
524225	3ss	60
52431227	5ss	14
5243438	3ss	184
52435594	3ss	14
52435713	5ss	42
5243593	3ss	17
5243609	5ss	182
52444407	5ss	13
5244651	3ss	182
52447661	3ss	13
52448111	3ss	42
5244834	5ss	164
52448988	5ss	48
52449814	3ss	48
52449943	5ss	51
52450278	3ss	51
52450429	5ss	45
52450841	3ss	45
52451043	5ss	71
52451136	3ss	71
52451314	5ss	57
52452472	3ss	57
524534	5ss	81
52456418	5ss	267
52458035	3ss	267
52458159	5ss	248
52460441	3ss	248
52460540	5ss	289
52464026	5ss	186
52464138	3ss	186
52464267	5ss	180
52465212	3ss	289
52465298	5ss	243
52466426	3ss	243
52466514	5ss	289
52467359	3ss	180
5246752	3ss	164
52467686	5ss	238
52468516	3ss	289
52468584	5ss	281
5246926	5ss	103
52470570	3ss	238
52470912	3ss	281
52470960	5ss	330
52471080	3ss	330
5248838	3ss	103
5248958	5ss	195
52491942	5ss	10
52492678	3ss	10
52492860	5ss	16
5249778	3ss	195
5249948	5ss	164
52499743	5ss	11
5250085	3ss	120
5250220	5ss	132
52502675	3ss	11
52504875	3ss	16
52504923	5ss	13
52505830	3ss	13
52505993	5ss	21
52506319	3ss	21
52506414	5ss	13
52507750	3ss	13
52507845	5ss	25
52510463	3ss	25
52510615	5ss	12
52511590	3ss	12
52511658	5ss	17
52512113	3ss	17
52512298	5ss	33
52512465	3ss	33
52512593	5ss	36
52513765	3ss	36
52513878	5ss	38
52514200	3ss	38
5251860	3ss	164
52518653	5ss	16
5251933	5ss	170
52519794	3ss	16
52519843	5ss	17
52521212	3ss	17
52522051	5ss	192
52522621	5ss	16
52523352	3ss	16
52524247	5ss	14
52524721	3ss	14
52525507	3ss	192
52525529	5ss	13
52525573	5ss	265
52525888	3ss	13
5252805	3ss	170
5252901	5ss	145
52530217	5ss	69
52530497	3ss	265
52530610	5ss	219
52531187	3ss	69
52531316	5ss	18
52531547	3ss	18
52536043	5ss	207
5253746	3ss	132
5253924	5ss	144
5254166	3ss	161
52541885	3ss	207
52541970	5ss	198
5254335	5ss	285
52546611	3ss	198
52546712	5ss	278
52548876	3ss	278
52548963	5ss	168
52549012	3ss	219
52549213	5ss	218
5255004	3ss	145
52550808	3ss	168
52551784	3ss	218
52551843	5ss	320
5255207	5ss	201
52552384	3ss	320
5256194	3ss	285
5256290	5ss	212
5256721	3ss	212
5256818	5ss	177
5257514	3ss	201
5257553	3ss	177
5257645	5ss	172
5257654	3ss	144
5257785	5ss	121
52586598	5ss	37
52593049	3ss	37
52593279	5ss	67
52598142	3ss	67
52599073	5ss	94
52602455	3ss	94
52608075	5ss	31
5261893	5ss	15
5262233	3ss	172
5262303	5ss	203
5264503	3ss	121
52646221	5ss	17
52646484	3ss	17
52646608	5ss	56
52647565	3ss	56
5264970	5ss	127
5265454	3ss	203
5265561	5ss	272
5266207	3ss	127
5266311	5ss	111
5266811	3ss	272
5266975	5ss	229
5267735	3ss	229
5267842	5ss	221
52680626	5ss	10
52682041	3ss	31
52682146	5ss	48
5268417	3ss	111
5268533	5ss	143
52689586	3ss	10
5269239	3ss	221
5269336	5ss	134
52693427	5ss	437
5269369	5ss	196
52698843	3ss	48
52698948	5ss	70
52703160	3ss	70
5270466	3ss	330
52705197	3ss	437
52705267	5ss	38
52705287	5ss	522
52709216	3ss	522
52709316	5ss	638
52709433	5ss	200
52714513	3ss	638
52714533	5ss	65
52714745	5ss	619
52715939	3ss	619
52716086	5ss	506
52716208	3ss	506
52716363	5ss	610
5271665	3ss	143
5271763	5ss	139
52719032	3ss	610
52719146	5ss	670
52719257	3ss	670
52719327	5ss	874
52719782	3ss	874
52719916	5ss	715
52720121	5ss	184
52720785	3ss	184
52720843	5ss	326
52721262	3ss	326
52721399	5ss	394
52721518	3ss	394
52721631	5ss	330
52722125	3ss	330
52722208	5ss	303
52722222	5ss	13
52722944	3ss	715
52723090	3ss	316
52723117	5ss	445
52723222	5ss	282
52723442	3ss	445
52723502	5ss	537
52724232	3ss	537
52724386	5ss	691
52724608	3ss	282
52724720	5ss	309
52724961	3ss	309
52725087	5ss	350
52725352	3ss	691
52725494	5ss	874
52725558	3ss	350
52725645	5ss	308
52726829	5ss	47
52726888	3ss	308
52727062	5ss	229
52727203	3ss	229
52727345	5ss	399
52727424	3ss	399
52727560	5ss	356
52727648	3ss	356
52727823	5ss	453
52728053	3ss	453
52728119	5ss	376
52728209	3ss	376
52728970	3ss	874
52729061	5ss	635
52729218	3ss	635
52729445	3ss	38
52729544	5ss	65
52729603	3ss	312
52729673	5ss	526
52729836	3ss	526
52729875	5ss	508
52732327	3ss	65
52732503	5ss	60
52734135	3ss	60
52734304	5ss	35
52740136	3ss	35
52740256	5ss	62
52740298	5ss	256
52740437	3ss	508
52740551	5ss	423
52740660	3ss	256
52740719	5ss	230
52740809	3ss	230
52740887	3ss	27
52740895	5ss	345
52741703	3ss	345
52743929	3ss	396
52744020	5ss	415
52744164	3ss	62
52744286	5ss	50
52747333	3ss	50
52747488	5ss	68
52752734	3ss	415
52752804	5ss	375
52753410	5ss	13
52757926	3ss	388
52758017	5ss	325
52759125	3ss	68
52759349	5ss	80
527607	3ss	81
52761567	3ss	80
52761649	5ss	47
52765436	3ss	325
52765544	5ss	272
527660	3ss	143
5276609	3ss	139
5276749	5ss	122
52769493	3ss	47
52769597	5ss	52
52772884	5ss	26
52776706	5ss	289
527770	5ss	93
52777236	3ss	190
52777340	5ss	231
52778710	3ss	289
52778901	5ss	528
52779334	3ss	528
52779456	3ss	313
52779552	5ss	641
52779558	5ss	280
52779695	3ss	280
52779899	3ss	641
52780123	5ss	606
527802	5ss	94
52780827	3ss	503
52780830	3ss	103
52781057	5ss	528
52781517	3ss	74
52781781	3ss	454
52785364	3ss	26
52785490	5ss	73
52786538	3ss	73
52786666	5ss	56
5279045	5ss	16
52793319	3ss	56
52798440	3ss	52
52798590	5ss	71
52800360	3ss	71
52800440	5ss	59
52800476	5ss	19
52803444	3ss	59
52803606	5ss	34
52803647	3ss	19
52803737	5ss	81
5280411	3ss	122
52805798	3ss	34
52805903	5ss	42
5280600	5ss	75
5280975	3ss	16
52810440	3ss	42
52810616	5ss	67
52811732	3ss	67
5281472	3ss	75
5281527	5ss	82
52817406	3ss	81
52817532	5ss	85
52819087	3ss	85
52819215	5ss	82
52824663	5ss	195
52824832	3ss	82
52830890	3ss	195
52830997	5ss	419
52831839	3ss	419
52831979	5ss	768
52835558	3ss	768
5283659	3ss	82
5283757	5ss	133
52842237	5ss	11
52842568	3ss	11
5284684	3ss	133
5284800	5ss	136
52852488	5ss	11
52856590	5ss	275
52856935	3ss	11
52860614	5ss	18
52860650	3ss	18
5286417	3ss	136
52870551	5ss	165
52871352	3ss	165
52871385	5ss	11
52871511	5ss	164
52873230	5ss	38
52874241	3ss	164
52874362	5ss	158
52876364	3ss	38
52876490	5ss	88
52876787	3ss	158
52876872	5ss	185
52877552	3ss	88
52877680	5ss	75
52878186	3ss	196
52878296	5ss	165
52879551	3ss	165
52879663	5ss	177
52880293	3ss	177
52880319	5ss	197
52880434	3ss	197
52880531	5ss	183
52881010	3ss	183
52881058	5ss	186
52882320	3ss	186
52887102	3ss	75
52899282	3ss	275
