pUC57_pos	ss	pUC57_reads
6867919	3ss	11
68680624	3ss	48
68680760	5ss	28
68681870	3ss	28
68681922	5ss	63
68682007	3ss	63
68682132	5ss	89
68682223	3ss	89
68682291	3ss	97
68682292	5ss	65
68682491	5ss	43
68684861	3ss	65
68684972	5ss	86
68685204	3ss	43
68685351	5ss	49
68687658	3ss	86
68687840	5ss	48
68688982	3ss	48
68689067	5ss	50
68689181	3ss	50
68689327	5ss	55
68692224	3ss	55
68692373	5ss	49
68695876	3ss	49
68695996	5ss	45
68696651	3ss	49
68696825	5ss	15
68700767	3ss	15
68700949	5ss	41
68701263	3ss	41
68701381	5ss	31
68701932	3ss	31
68702026	5ss	44
68702767	3ss	44
68702890	5ss	52
68703705	3ss	52
68704559	5ss	42
68705650	3ss	42
68705822	5ss	45
68706320	3ss	45
68706377	5ss	57
68707002	3ss	45
68709858	3ss	57
68710997	5ss	18
68715198	3ss	18
68716358	5ss	47
68717393	5ss	12
68720428	3ss	47
68720463	5ss	69
68728354	3ss	69
68728502	5ss	44
68728749	3ss	44
68728906	5ss	16
68728920	5ss	41
68729863	3ss	12
68730035	5ss	40
6873301	3ss	71
6873409	5ss	111
68736277	3ss	41
68736327	5ss	37
68737359	3ss	37
68740212	3ss	40
68740359	5ss	22
68740680	3ss	22
68740812	5ss	27
68741663	3ss	16
68742717	3ss	12
68742868	5ss	12
68743230	5ss	11
68745854	3ss	11
68753193	3ss	27
68753374	5ss	20
6875916	5ss	965
68765004	3ss	20
68765359	5ss	17
68771366	5ss	36
68772200	3ss	36
68772314	5ss	93
68772319	3ss	17
68772444	5ss	10
6878387	3ss	111
6878484	5ss	77
6878769	3ss	965
6878840	5ss	1390
68788727	5ss	15
6879010	3ss	48
6879087	3ss	1342
6879165	5ss	2274
6879323	3ss	2274
6879384	5ss	1850
68794473	3ss	10
6879558	3ss	1850
68800004	3ss	15
6880012	3ss	23
68800121	5ss	47
6880061	5ss	22
6880241	3ss	100
6880310	5ss	151
68804968	3ss	47
68805646	5ss	35
68809775	3ss	35
68809936	5ss	41
68816574	5ss	10
68821501	3ss	10
68821565	5ss	19
68822189	3ss	19
68822265	5ss	37
68822643	3ss	37
6882514	3ss	77
68825162	5ss	34
68830352	3ss	34
68830458	5ss	36
68830521	3ss	41
68830666	5ss	12
68831363	3ss	36
68831435	5ss	38
68834971	3ss	38
68835073	5ss	42
68835573	3ss	93
68835796	5ss	91
68837898	3ss	42
68837963	5ss	42
68838824	3ss	42
68838888	5ss	53
68839391	3ss	53
68839491	5ss	53
68840095	3ss	43
68840176	5ss	31
68840383	3ss	31
68840469	5ss	37
68840731	3ss	12
68840946	5ss	42
68842327	3ss	91
68842470	5ss	102
68842596	3ss	102
68842751	5ss	133
68843757	3ss	42
68843928	5ss	13
68844100	3ss	133
68844244	5ss	110
68845587	3ss	110
68845762	5ss	161
68845950	3ss	47
68846038	3ss	161
68846069	5ss	50
68846166	5ss	146
68846202	3ss	50
68846261	5ss	34
68846360	3ss	34
68846488	5ss	10
68847216	3ss	146
68847302	3ss	10
68847371	3ss	13
68847398	5ss	108
68847412	5ss	31
68849397	3ss	31
68849418	3ss	108
68849662	5ss	122
6885152	3ss	172
6885270	5ss	269
68852754	5ss	27
68853139	3ss	27
68853183	3ss	122
68853220	5ss	31
68853316	3ss	31
68853328	5ss	168
68853398	5ss	15
68853991	3ss	15
68854072	5ss	30
68854580	3ss	30
68854674	5ss	15
68855343	3ss	15
68855904	3ss	168
68856128	5ss	99
68856230	5ss	18
68857302	3ss	99
68857529	5ss	131
68858500	3ss	18
68858597	5ss	10
68860927	3ss	10
68861015	5ss	10
68861958	3ss	10
68862077	3ss	131
68862207	5ss	92
68862880	5ss	20
68863554	3ss	20
68863557	3ss	92
68863604	5ss	55
68863700	5ss	112
68863980	3ss	55
68864034	5ss	122
68867193	3ss	112
68868272	3ss	122
68868377	5ss	108
68874539	3ss	108
68874629	5ss	56
68874848	3ss	56
68874935	5ss	153
68875584	3ss	153
68875691	5ss	145
68877614	5ss	34
68878193	3ss	145
68878256	5ss	26
6887960	3ss	22
6888063	5ss	37
68881421	3ss	26
68893787	3ss	34
68894427	5ss	34
68896848	3ss	34
68896964	5ss	14
68900982	3ss	14
68901123	5ss	31
68909057	3ss	31
68909193	5ss	79
68912021	3ss	79
68912183	5ss	51
68914451	3ss	51
68914533	5ss	20
6893095	3ss	37
6893232	5ss	16
68934337	3ss	20
68934449	5ss	42
68936231	3ss	42
68936407	5ss	25
68941346	3ss	25
68941478	5ss	41
68943114	3ss	41
68943305	5ss	38
68952988	3ss	38
68953122	5ss	26
68961471	3ss	26
68961986	5ss	45
68964141	3ss	45
68964198	5ss	77
69004823	5ss	171
69004832	5ss	58
69007931	3ss	77
69008071	5ss	44
69042479	3ss	229
69042561	5ss	484
69044180	3ss	484
69044248	5ss	844
69045126	5ss	12
69045775	3ss	844
69045831	5ss	975
69046255	3ss	12
69046451	5ss	15
69047892	3ss	975
69048032	5ss	243
69049472	3ss	15
69050004	5ss	13
69050086	3ss	243
69050229	5ss	311
69050881	3ss	311
69050997	5ss	45
69053060	3ss	45
69053119	3ss	13
69056731	3ss	44
69056882	5ss	19
69067928	5ss	10
69074211	3ss	19
69074324	5ss	32
69080669	3ss	10
69080853	5ss	333
69082742	3ss	333
69082833	5ss	368
69083313	3ss	368
69083399	5ss	330
69084411	3ss	330
69084526	5ss	246
69085748	3ss	246
69085892	5ss	139
69090599	3ss	139
69090702	5ss	242
69094506	3ss	242
69094633	5ss	322
69096516	3ss	322
69096564	5ss	341
69103018	3ss	341
69103089	5ss	236
69103785	3ss	236
69103873	5ss	322
69107510	3ss	322
69107588	5ss	419
69109407	3ss	419
69109520	5ss	326
6911232	5ss	14
69113121	3ss	326
69113211	5ss	403
69113358	3ss	403
69113434	5ss	431
69114898	3ss	431
69114957	5ss	299
69115621	3ss	299
69115766	5ss	287
69115884	3ss	287
69115932	5ss	290
6911678	5ss	92
69117388	3ss	32
69119507	3ss	290
69119576	5ss	382
69120279	3ss	382
69120397	5ss	238
691205	3ss	72
69121131	3ss	238
69121169	5ss	251
69124890	3ss	251
69125040	5ss	423
69125387	3ss	423
69125499	5ss	499
69126417	3ss	499
69126519	5ss	145
69127232	3ss	145
69127392	5ss	301
69128488	3ss	301
69128613	5ss	451
69129011	3ss	451
69129124	5ss	207
69134374	5ss	38
69135593	3ss	207
69135760	5ss	268
69136135	3ss	268
691372	5ss	44
69140559	5ss	30
69141710	3ss	30
69141820	5ss	42
69145812	3ss	42
69145970	5ss	65
69150990	3ss	38
69151207	5ss	43
69152937	3ss	65
69153019	5ss	96
69153615	3ss	43
69158484	3ss	96
6916076	5ss	83
6916080	5ss	722
6916638	3ss	12
69166592	5ss	11
69167361	3ss	11
69167521	5ss	182
6916835	5ss	17
6916985	3ss	810
69170599	3ss	182
6917061	5ss	920
69170790	5ss	147
69171704	3ss	147
69171788	5ss	72
69173728	3ss	72
69173817	5ss	71
6917464	3ss	920
69177081	3ss	71
69177292	5ss	75
6918197	5ss	126
6918381	3ss	126
69184440	3ss	75
69184611	5ss	160
69184716	3ss	160
6918475	5ss	224
69184807	5ss	102
69187487	3ss	102
69187583	5ss	148
69188296	3ss	148
69188360	5ss	181
69189774	3ss	181
69189896	5ss	171
6919093	3ss	188
69190987	3ss	171
69191143	5ss	116
6919194	5ss	212
69194259	3ss	116
69194365	5ss	262
69196986	3ss	262
69197081	5ss	253
6919814	3ss	248
69199244	3ss	253
69199429	5ss	307
6920004	5ss	238
69200978	3ss	307
69201088	5ss	126
69202271	5ss	133
6920229	3ss	220
69202724	3ss	126
69202866	5ss	24
69202988	3ss	157
69203072	5ss	239
6920333	5ss	321
692043	5ss	67
6920576	3ss	121
6920580	3ss	218
69207334	3ss	239
69207408	5ss	241
69208469	5ss	13
69210592	3ss	254
69210725	5ss	261
692120	3ss	67
69214105	3ss	261
69214154	5ss	271
69218143	3ss	271
69218210	5ss	354
69218335	3ss	354
69218431	5ss	383
69221649	5ss	55
69222551	3ss	383
69222711	5ss	168
692249	5ss	80
69229609	3ss	168
69229764	5ss	316
69230452	3ss	316
69230529	5ss	290
69233054	3ss	290
6925100	3ss	106
6925838	5ss	197
69279505	3ss	55
69279718	5ss	77
69293953	3ss	77
69294163	5ss	47
69304046	3ss	47
69304188	5ss	78
69317951	3ss	78
69318147	5ss	33
6931817	3ss	269
6931900	5ss	67
69333493	3ss	33
69333677	5ss	92
69334735	3ss	92
69345435	5ss	192
69349911	3ss	192
69350022	5ss	309
69350128	3ss	309
69350275	5ss	289
69352553	3ss	289
69352614	5ss	233
69352726	3ss	233
69352845	5ss	280
69353290	3ss	280
69353446	5ss	178
69353985	5ss	173
69354044	3ss	178
69354192	5ss	216
69354373	3ss	173
69354591	3ss	216
69354666	5ss	103
69354672	5ss	168
69354954	3ss	168
69355173	5ss	253
69356463	3ss	253
69356603	5ss	265
69358111	3ss	265
69365157	5ss	18
69366468	3ss	18
69366483	3ss	103
69366578	5ss	87
69366678	5ss	129
69368611	3ss	129
69368690	5ss	129
69370060	3ss	129
69370172	5ss	200
69372348	3ss	87
69372401	5ss	74
69372846	3ss	74
69373788	5ss	516
69373909	3ss	516
69373995	5ss	573
69374097	3ss	573
69374235	5ss	176
69375083	3ss	176
69375223	5ss	401
69375436	3ss	401
6938102	5ss	41
69385683	3ss	200
6939023	3ss	41
6939175	5ss	57
6939517	3ss	57
6939718	5ss	36
6939803	3ss	36
6939934	5ss	85
6940380	3ss	85
6940516	5ss	80
6940989	3ss	80
6941078	5ss	45
6942208	5ss	22
6942756	3ss	45
6942808	5ss	14
6942906	3ss	14
6942973	5ss	47
6943082	3ss	22
6943089	3ss	47
6943213	5ss	53
69456279	5ss	648
69457799	3ss	648
69458014	5ss	726
69458600	3ss	726
69458759	5ss	671
69458760	5ss	1454
6946149	3ss	53
6946250	5ss	42
69462762	3ss	671
69462910	5ss	452
6946587	3ss	42
69465886	3ss	452
6946737	5ss	59
6946896	3ss	59
6947013	5ss	53
6947122	3ss	53
6947197	5ss	58
6947714	3ss	67
694774	3ss	44
6947916	5ss	13
6947959	5ss	14
69481053	3ss	1454
69481181	5ss	1362
6948164	3ss	58
69482018	3ss	1362
69482047	5ss	1073
6948304	5ss	98
6948461	3ss	98
6948893	3ss	27
69492996	3ss	1073
69493024	5ss	960
69496333	3ss	960
69502745	5ss	22
69510000	5ss	47
69510288	3ss	47
69510428	5ss	72
69510541	3ss	72
69510655	5ss	77
69516848	3ss	77
69517038	5ss	116
69518963	3ss	116
69519052	5ss	127
69521750	3ss	127
69521916	5ss	123
69522154	3ss	123
69522248	5ss	92
6953903	5ss	35
69548133	3ss	22
69548731	5ss	65
69549255	3ss	92
69549371	5ss	146
69550007	3ss	146
69550182	5ss	107
69553426	3ss	65
69553478	3ss	107
69553539	5ss	108
69553668	5ss	28
69560559	3ss	28
69561649	3ss	108
69561781	5ss	148
69563553	3ss	148
69563611	5ss	117
69563727	3ss	117
69563832	5ss	138
69572450	3ss	138
69572506	5ss	159
69573472	3ss	159
69573657	5ss	99
69591395	5ss	40
69594001	3ss	99
69594104	5ss	191
69595054	3ss	191
69595198	5ss	272
69595950	3ss	272
69596060	5ss	218
69600277	5ss	37
69602398	3ss	15
69602451	5ss	11
69606468	3ss	218
69606551	5ss	154
69607034	3ss	154
69607147	5ss	174
6961454	5ss	646
69615521	3ss	174
69615676	5ss	158
69615799	3ss	158
69615899	5ss	221
69622416	3ss	221
69622545	5ss	106
69623714	3ss	106
69623884	5ss	114
69624565	3ss	114
69624672	5ss	163
69625678	3ss	163
69625755	5ss	273
69626109	3ss	259
69626204	5ss	185
69626743	3ss	199
69626925	5ss	158
6962802	3ss	35
6962884	5ss	52
69629680	3ss	40
69629840	5ss	46
69633486	5ss	337
69637738	3ss	158
69637854	5ss	200
69639511	3ss	200
69639633	5ss	184
69639912	3ss	184
6964314	3ss	52
6964446	5ss	40
69644909	3ss	337
69644909	5ss	11
69645118	5ss	455
6964565	3ss	646
69646831	3ss	455
6964690	5ss	662
69646934	5ss	251
69647175	3ss	11
69647291	5ss	45
6964777	3ss	40
69648640	3ss	45
6964872	5ss	21
69648881	5ss	50
6964919	3ss	662
6964985	5ss	687
69650477	3ss	251
69650622	5ss	585
69651160	3ss	50
69651312	5ss	79
69651512	3ss	585
69651685	5ss	450
6965181	3ss	687
69651815	3ss	39
69651925	5ss	32
69652305	3ss	35
69652370	3ss	443
69652470	5ss	56
69652874	5ss	537
6965314	5ss	462
69653208	3ss	537
69653323	5ss	589
69653824	3ss	589
69653977	5ss	761
6965469	3ss	462
6965614	5ss	477
69656150	3ss	193
69656153	3ss	568
69656342	5ss	402
6965871	3ss	477
69660306	3ss	33
69660431	5ss	92
6966055	5ss	281
696608	5ss	30
69663292	3ss	402
69666547	3ss	79
69666694	5ss	64
69667803	3ss	64
69667882	5ss	67
6966793	3ss	281
6966887	5ss	292
69669013	3ss	67
69669199	5ss	80
69672222	3ss	67
69672231	3ss	80
69672349	5ss	70
69672788	5ss	56
6967588	3ss	292
69676022	3ss	56
69677016	3ss	42
69677221	5ss	48
6967781	5ss	377
69680420	3ss	13
69680481	5ss	39
69680931	3ss	118
69681489	5ss	94
69681993	3ss	48
69682119	5ss	80
6968634	3ss	377
6968705	5ss	286
69687139	3ss	94
69687331	5ss	123
69689512	3ss	123
69689702	5ss	69
69689807	3ss	108
69689903	5ss	127
6969031	3ss	197
6969151	5ss	172
69692313	3ss	127
69692454	5ss	70
6969315	3ss	286
69693630	3ss	69
69693802	5ss	47
6969402	5ss	232
6969530	3ss	232
69695920	3ss	70
6969655	5ss	273
6970117	3ss	273
6970270	5ss	395
69703259	5ss	10
69703880	3ss	47
69704014	5ss	76
69704139	3ss	76
69704191	5ss	95
69704292	3ss	10
6970607	3ss	395
69706815	5ss	199
6970781	5ss	424
69708333	3ss	199
69708402	5ss	143
69709722	3ss	143
69709850	5ss	218
69711106	3ss	95
69711238	5ss	121
69713986	3ss	218
69714091	5ss	142
69714331	3ss	142
69714467	5ss	162
69714665	3ss	162
69714774	5ss	125
69715498	3ss	125
69715668	5ss	179
6971634	3ss	424
6971722	5ss	436
69717621	3ss	16
69717662	5ss	15
69718409	3ss	178
69718521	5ss	304
69718675	3ss	304
69718790	3ss	81
69718793	3ss	40
69718796	5ss	201
69718873	5ss	95
69721450	3ss	201
69721552	5ss	178
6972350	3ss	436
6972472	5ss	390
69724843	3ss	95
69724991	5ss	103
6972541	5ss	25
69725652	3ss	103
69727822	3ss	178
69727901	5ss	276
69727991	3ss	276
69728110	5ss	182
69728142	5ss	107
69728477	3ss	182
69728600	5ss	251
69728903	3ss	251
69729039	3ss	107
69729061	5ss	360
69729282	5ss	49
6972994	3ss	415
69730263	3ss	49
69730587	3ss	360
69730744	5ss	262
6973137	5ss	584
6973214	3ss	584
69732243	3ss	262
69732416	5ss	282
69732647	3ss	282
69732826	5ss	440
69733107	3ss	99
69733418	5ss	68
6973359	5ss	389
69737129	3ss	409
69737380	5ss	239
69738348	3ss	239
69738430	5ss	183
69738622	3ss	169
69738703	5ss	251
6973886	3ss	389
69739210	3ss	265
69739280	5ss	303
69740131	3ss	303
6974039	5ss	316
697417	3ss	110
69742324	5ss	2915
69742662	5ss	11
6974328	3ss	316
69743888	3ss	2926
69744052	5ss	1646
6974412	5ss	404
69745359	5ss	9676
69745986	3ss	9543
69746000	3ss	1646
69746060	5ss	6638
69746078	5ss	1675
69746933	3ss	1675
69747509	3ss	6771
69747626	5ss	11685
69747767	3ss	11685
6975148	3ss	404
69753803	5ss	167
697544	5ss	116
69756568	3ss	167
69756687	5ss	100
69759413	3ss	100
69759479	5ss	139
69759570	3ss	139
69759664	5ss	253
69764486	3ss	253
69764578	5ss	337
69764668	3ss	337
69764755	5ss	172
6976845	5ss	3847
6976921	3ss	21
697783	3ss	116
6978028	3ss	3847
6978151	5ss	4230
6978263	3ss	4230
6978347	5ss	6561
69783927	3ss	172
6978422	3ss	6561
6978554	5ss	4247
697884	5ss	125
6978852	3ss	4247
6978937	5ss	4090
6979213	3ss	4090
6979300	5ss	5280
6979429	3ss	5280
69796294	5ss	28
6980925	3ss	16
69810092	3ss	11
69810144	5ss	10
6981118	5ss	12
698120	3ss	125
69820899	3ss	27
69820983	5ss	90
6982945	5ss	60
69832585	3ss	90
69832732	5ss	171
69833077	3ss	171
69833198	5ss	152
6984166	3ss	12
69864310	5ss	62
69866182	5ss	79
6986666	5ss	13
69874029	3ss	152
69874166	5ss	180
69875927	3ss	180
69876023	5ss	155
6989076	5ss	58
69890811	3ss	79
69890919	5ss	223
6990416	3ss	13
6990524	5ss	13
69905707	3ss	155
69905834	5ss	197
69908689	5ss	13
69908786	3ss	236
69908983	5ss	112
6991360	3ss	60
6991491	5ss	66
69919958	3ss	112
69920026	5ss	74
69921529	3ss	74
69921614	5ss	100
69921942	3ss	197
69922152	5ss	131
69922449	3ss	100
69922583	5ss	104
69924645	3ss	62
69924740	5ss	67
69925080	3ss	104
69925794	3ss	67
69925836	5ss	69
6992868	3ss	66
6993083	5ss	33
6993535	3ss	33
69942664	3ss	131
69942753	5ss	85
69951612	3ss	85
69951786	5ss	96
69955960	3ss	69
69956054	5ss	88
6995911	3ss	230
69959333	3ss	96
69959387	5ss	108
69960272	3ss	11
6996029	5ss	292
69962785	3ss	77
69962876	5ss	133
69963351	3ss	108
69963432	5ss	106
69964033	3ss	106
69964111	3ss	133
69964161	5ss	107
69964297	5ss	124
69965055	3ss	107
69965056	3ss	124
69965130	5ss	131
69965214	5ss	131
69965412	3ss	131
69965483	5ss	103
69965705	3ss	103
69965793	5ss	144
69965898	3ss	131
69966061	5ss	68
69967785	3ss	68
69967873	3ss	144
69968032	5ss	140
69969307	5ss	161
69969756	3ss	140
69969889	5ss	108
69970215	3ss	108
69970355	5ss	80
69971021	3ss	80
69971141	5ss	111
69971451	3ss	111
69971555	5ss	124
69972930	3ss	124
69973026	5ss	134
69973244	3ss	134
69973316	5ss	121
69973744	3ss	121
699759	5ss	100
69979304	5ss	653
69980050	3ss	653
69980124	5ss	910
6998052	3ss	292
69980533	3ss	910
69980598	5ss	1220
69981285	3ss	1220
6998134	5ss	255
69981396	5ss	2233
69981710	3ss	2233
69981786	5ss	2482
69981930	3ss	2482
69982042	5ss	2434
69983265	3ss	2434
69983467	5ss	2647
69985839	3ss	2647
69985939	5ss	3924
69986756	3ss	3924
69986883	5ss	957
69987290	3ss	957
69987393	5ss	1113
69990936	3ss	1113
69991055	5ss	1565
69991418	3ss	1565
69991546	5ss	1773
69991748	3ss	1773
69991851	5ss	3805
69992102	3ss	3805
69992201	5ss	2515
69993643	3ss	2515
69993784	5ss	1886
69995075	3ss	1886
7000812	3ss	255
70008652	3ss	161
70008706	5ss	312
7000929	5ss	376
70015186	3ss	312
70015273	5ss	568
700235	5ss	13
7002872	3ss	376
7002978	5ss	224
70031665	3ss	568
70031759	5ss	479
70033517	3ss	479
70033630	5ss	424
70035038	3ss	424
70035128	5ss	361
70037726	3ss	361
70037805	5ss	481
70039785	3ss	481
70039841	5ss	441
70043233	3ss	441
70043326	5ss	307
70045731	3ss	307
70045826	5ss	398
70046412	3ss	398
70046470	5ss	554
70047831	3ss	554
70047953	5ss	424
70049851	5ss	178
70052239	3ss	178
70052588	3ss	424
70057284	5ss	52
700615	3ss	13
70064679	3ss	52
70064802	5ss	43
7006571	3ss	224
7006651	5ss	192
70066589	3ss	43
70066685	5ss	103
70068074	3ss	103
70068171	5ss	169
70070281	3ss	169
70070393	5ss	89
70071263	3ss	89
70071328	5ss	69
70074675	3ss	69
70074759	5ss	70
70076784	3ss	70
70076874	5ss	58
70081955	3ss	58
70082092	5ss	137
7008359	3ss	192
7008453	5ss	192
70088410	3ss	137
70088479	5ss	112
70091973	5ss	34
70091992	5ss	65
70092032	3ss	112
70092107	5ss	126
70096851	3ss	126
70096956	3ss	99
70096996	5ss	103
70097090	5ss	138
70097615	3ss	128
70097753	5ss	100
70098260	3ss	110
70098444	5ss	42
70098877	3ss	103
70098897	3ss	42
70098964	5ss	140
70098983	5ss	57
70099197	3ss	57
70099312	5ss	48
70100931	3ss	48
70101066	5ss	81
70101342	3ss	81
70101437	5ss	76
70101516	3ss	76
70101608	5ss	35
70101735	3ss	35
70106041	3ss	140
7011604	3ss	192
7011675	5ss	171
7011698	3ss	13
70117020	5ss	80
70117963	5ss	282
70118279	3ss	80
70118542	5ss	161
7011879	5ss	14
70118860	3ss	282
70119113	5ss	295
70119684	3ss	295
70121150	5ss	220
70122226	3ss	220
70122346	5ss	429
70123568	3ss	429
70123680	5ss	430
7012380	3ss	171
70124509	3ss	430
70124588	5ss	265
7012508	5ss	213
70130313	3ss	265
70130377	5ss	165
70131386	3ss	165
70132811	5ss	51
7013788	3ss	14
7014001	5ss	16
7014067	5ss	35
70142535	5ss	13
70143253	3ss	13
70143352	5ss	49
7014749	3ss	35
70148343	5ss	26
70148868	3ss	49
70148897	5ss	50
70149164	3ss	51
7014923	5ss	28
70149439	5ss	93
7015009	3ss	13
70150185	3ss	93
70150443	5ss	100
7015118	5ss	14
70154364	3ss	26
70154622	5ss	29
7015573	3ss	29
7015826	5ss	37
7015853	3ss	16
7015929	5ss	17
70161163	3ss	29
70161296	5ss	99
7016175	3ss	213
70162483	3ss	50
70162597	5ss	26
70162687	3ss	99
70162768	5ss	53
7016284	5ss	233
70162862	3ss	53
70163025	5ss	47
70164326	3ss	36
70164367	3ss	26
70164447	5ss	36
70164526	5ss	27
7016479	3ss	37
70165205	3ss	36
70165229	3ss	27
70165322	5ss	26
70166054	3ss	37
70166203	5ss	67
70170097	3ss	67
70170289	5ss	34
70170508	3ss	161
70170609	5ss	147
70170953	3ss	147
70171117	5ss	208
70171606	3ss	208
70171680	5ss	164
70172368	3ss	164
70172469	5ss	286
70172703	3ss	286
70172802	3ss	34
70172924	5ss	147
70172926	5ss	90
70176137	3ss	90
70176279	3ss	147
70176292	5ss	47
70176425	5ss	214
70176456	3ss	47
70176589	5ss	48
70177413	3ss	48
70178066	3ss	214
70178200	5ss	282
70178436	5ss	33
70178500	3ss	100
70178595	5ss	107
70179576	3ss	282
70179659	5ss	174
70180037	3ss	33
70180131	5ss	67
70181669	3ss	174
70181800	5ss	262
70182367	3ss	67
70182456	5ss	49
70183471	3ss	262
70183533	5ss	289
70184480	3ss	289
70184559	5ss	209
70185277	3ss	209
70185412	5ss	99
70187294	3ss	49
70187476	5ss	48
70188217	3ss	107
70188294	5ss	66
70188921	3ss	66
70189124	5ss	61
70189775	3ss	99
70189998	5ss	195
70190378	3ss	48
70193989	3ss	61
70194117	5ss	51
70194295	3ss	195
70194526	5ss	259
70195389	3ss	51
70195501	5ss	70
70196029	3ss	43
70196145	5ss	47
70197100	3ss	11
70197129	5ss	14
70200407	3ss	266
70200558	5ss	251
70201745	3ss	251
70201917	5ss	255
70202267	3ss	255
70202360	5ss	158
70206558	3ss	70
70206657	5ss	92
70206744	3ss	92
70206813	5ss	71
70208201	3ss	158
70208282	5ss	133
70208394	3ss	133
70208594	5ss	182
70209144	3ss	71
70218321	3ss	182
70218496	5ss	120
70218583	3ss	120
70218680	5ss	183
70221024	3ss	183
70221199	5ss	137
70222638	3ss	137
70222706	5ss	162
70224136	3ss	162
70224301	5ss	171
70228194	3ss	171
70228264	5ss	230
70229109	3ss	230
70233968	5ss	92
70233972	5ss	224
70234097	5ss	43
70234855	3ss	359
70234999	5ss	259
70235321	3ss	259
70235391	5ss	286
70235515	3ss	286
70235613	5ss	319
70235899	3ss	319
70235968	5ss	342
70237184	3ss	342
70237257	5ss	393
70237712	3ss	393
70237822	5ss	270
70237911	3ss	254
70237914	3ss	16
70240580	5ss	52
70241893	3ss	52
70242003	5ss	200
70244720	5ss	257
70247768	3ss	200
70247821	5ss	161
70248266	3ss	161
7025081	5ss	11
70251371	3ss	257
70251467	5ss	507
70253404	3ss	507
70253490	5ss	682
70253624	3ss	682
70253697	5ss	534
7025581	3ss	11
70255937	3ss	534
70256066	5ss	620
7025676	5ss	10
7025835	3ss	10
70260648	3ss	620
70260758	5ss	815
70261769	3ss	815
70261823	5ss	805
70263119	3ss	805
70263229	5ss	599
70265852	3ss	599
70265962	5ss	709
70266506	3ss	709
70266616	5ss	529
7026731	3ss	233
70267576	3ss	451
70267686	5ss	464
70269046	3ss	542
70269101	5ss	508
7026989	5ss	246
70271438	3ss	508
70271507	5ss	668
70275157	3ss	668
70275305	5ss	328
70277297	3ss	328
70277386	5ss	337
70279207	3ss	337
70279384	5ss	493
70279753	3ss	493
70279824	5ss	312
70281132	3ss	312
7032054	3ss	246
70321590	5ss	23
70321927	3ss	23
70333257	5ss	46
70338703	5ss	56
70339223	3ss	56
70339327	5ss	79
70339536	3ss	79
70339727	5ss	96
70339864	3ss	96
70340020	5ss	94
70340821	3ss	94
70341002	5ss	77
70341177	3ss	77
70341287	5ss	83
70341412	3ss	83
70341666	5ss	125
70342050	3ss	125
70342196	5ss	75
70342358	3ss	75
70342457	5ss	86
70342588	3ss	86
70342724	5ss	59
70342945	3ss	59
70343076	5ss	84
70343444	3ss	84
70343570	5ss	86
70344009	3ss	86
70344238	5ss	42
70344614	3ss	42
70344694	5ss	87
70344826	3ss	87
70344996	5ss	77
70345201	3ss	77
70345345	5ss	55
70345513	3ss	55
70345563	5ss	36
70345886	3ss	36
70346004	5ss	48
70346191	3ss	48
70346334	5ss	47
70346494	5ss	16
70346512	3ss	46
70346560	5ss	40
70346819	3ss	47
70346982	5ss	72
70347186	3ss	72
70347317	5ss	65
70347743	3ss	65
70347970	5ss	50
70348146	3ss	50
70348290	5ss	79
70348448	3ss	79
70348568	5ss	75
70348805	3ss	40
70348858	5ss	38
70348964	3ss	75
70349065	5ss	63
70349166	3ss	63
70349279	5ss	41
70349530	3ss	41
70349705	5ss	29
70349872	3ss	38
70349885	3ss	29
70350007	5ss	182
70350064	5ss	124
70351399	3ss	165
70351400	3ss	124
70351471	5ss	103
70351491	5ss	237
70351923	3ss	103
70352056	5ss	109
70352227	3ss	109
70352388	5ss	86
70352695	3ss	86
70352806	5ss	105
70352973	3ss	105
70353062	5ss	81
70354207	3ss	81
70354316	5ss	102
70354563	3ss	102
70354698	5ss	107
70354942	3ss	107
70355103	5ss	55
70356131	3ss	55
70356505	5ss	105
70356729	3ss	105
70356879	5ss	138
70357037	3ss	138
70357233	5ss	27
70357242	5ss	21
70357408	3ss	48
70357485	5ss	114
70357576	3ss	114
70357793	5ss	112
70358488	3ss	254
70358590	5ss	136
70359477	3ss	136
70359591	5ss	38
70360485	3ss	112
70360707	5ss	34
70360791	5ss	14
70361080	3ss	34
70361220	5ss	84
70361733	3ss	84
70361814	5ss	109
70362025	3ss	109
70363195	3ss	38
70363372	5ss	39
70363734	3ss	39
70363971	5ss	89
70365625	3ss	89
70367062	5ss	48
70367424	3ss	48
70380951	5ss	261
70384460	3ss	261
70384508	5ss	269
70389388	3ss	269
70389438	5ss	258
70390015	3ss	258
70390150	5ss	436
70395321	3ss	436
70395413	5ss	481
70398446	3ss	481
70398548	5ss	225
70398920	3ss	225
70399034	5ss	241
70399988	3ss	241
70400165	5ss	150
70400527	3ss	150
70400764	5ss	210
70404126	3ss	210
70404288	5ss	75
70404455	3ss	14
70405275	3ss	75
70405466	5ss	101
70405828	3ss	101
70406762	5ss	31
70411603	3ss	31
70411693	5ss	10
70412258	3ss	10
70418855	3ss	16
70427013	5ss	13
7043191	5ss	30
70432652	3ss	13
70432802	5ss	15
70433158	3ss	15
7043339	3ss	30
7043476	5ss	40
70435140	5ss	86
7043628	3ss	40
7043741	5ss	32
70441245	5ss	10
70442531	5ss	25
70442593	3ss	10
70443542	3ss	86
70444635	3ss	25
70444682	5ss	32
70446464	5ss	28
