A2_pos	ss	A2_reads
7592406	3ss	53
7592514	5ss	19
75925257	5ss	11
7592542	3ss	67
75926222	3ss	11
75926337	5ss	13
7592640	5ss	74
75927047	3ss	13
75927147	5ss	10
7592750	3ss	19
75927684	3ss	67
75927851	5ss	118
75928129	3ss	54
75928233	5ss	43
7592846	5ss	19
75928800	3ss	10
7592908	3ss	74
7593019	5ss	70
7593044	3ss	19
7593143	5ss	15
75932393	5ss	1446
75932859	3ss	118
75933001	5ss	101
75933119	3ss	1446
75933182	5ss	1663
75933301	3ss	1663
7593483	3ss	15
75935993	3ss	43
75936644	5ss	30
75936758	3ss	101
75936928	5ss	99
75937635	3ss	52
75938360	5ss	24
7593856	5ss	27
7593967	3ss	56
7593987	3ss	27
7594080	5ss	51
7594088	5ss	27
75941752	5ss	13
75942914	5ss	54
7594332	3ss	51
7594392	5ss	55
75944426	3ss	13
7594476	3ss	27
7594598	5ss	12
75948575	3ss	99
75948658	5ss	56
75949303	3ss	54
75950025	3ss	56
75950096	5ss	95
75950759	3ss	95
75950828	5ss	113
7595172	3ss	12
7595260	3ss	55
7595334	5ss	44
7595387	5ss	20
75954284	3ss	113
75954492	5ss	299
75955350	5ss	10
75959093	3ss	24
75959171	5ss	31
75960522	3ss	30
75960596	5ss	70
75960851	3ss	299
75961000	5ss	142
75964506	3ss	142
75964669	5ss	137
75967584	3ss	137
75967808	5ss	162
75969274	3ss	162
75969414	5ss	152
75969777	3ss	152
75969861	5ss	72
75970302	3ss	72
75970534	5ss	182
75971373	3ss	31
75973043	3ss	182
75973175	5ss	139
75978940	3ss	139
75979042	5ss	131
75979601	3ss	131
75979742	5ss	251
759820	3ss	154
7598409	3ss	20
75984296	3ss	70
75984349	5ss	95
7598539	5ss	45
7598645	3ss	45
75989180	3ss	251
75989267	5ss	202
75991279	3ss	202
75991491	5ss	176
7599332	5ss	11
75993812	3ss	176
75993972	5ss	214
7599636	3ss	11
75996901	3ss	214
75997038	5ss	36
75998307	3ss	36
75998415	5ss	58
76000251	3ss	10
76000350	5ss	14
76001139	3ss	14
76003025	3ss	58
7600463	5ss	39
7600819	3ss	39
7600906	5ss	67
7601077	3ss	67
7601159	5ss	89
760122	3ss	536
76012220	5ss	71
7601335	3ss	89
7601432	5ss	129
7601569	3ss	44
7601757	5ss	150
760253	5ss	604
76027923	5ss	10
76028139	3ss	71
7602856	3ss	150
7602977	5ss	95
7604059	3ss	70
7604147	5ss	78
76044926	3ss	10
7604777	3ss	78
7604804	3ss	129
7604867	5ss	49
7604944	5ss	56
7604975	3ss	49
7605035	3ss	56
7605107	5ss	80
7605194	5ss	113
7605516	3ss	113
7605596	5ss	95
7605631	3ss	95
7605662	3ss	80
7605719	5ss	186
7605809	3ss	95
7605870	5ss	36
7605937	5ss	109
7606061	3ss	36
7606164	5ss	42
7606240	3ss	109
7606264	3ss	186
7606311	3ss	42
7606320	5ss	123
76064004	5ss	11
7606408	3ss	123
7606428	5ss	115
7606445	5ss	47
7606561	3ss	47
7606570	5ss	94
76067166	3ss	11
7606870	3ss	94
7606953	5ss	67
76071359	5ss	16
7607319	5ss	12
76073266	3ss	16
76074425	3ss	95
7607447	3ss	67
76074503	5ss	79
7607556	5ss	75
76075622	5ss	10
7607647	3ss	75
7607657	3ss	12
7607754	5ss	59
7607814	5ss	122
7607893	3ss	122
76079128	3ss	10
76079247	5ss	13
7607970	5ss	135
76082584	3ss	13
76082667	5ss	12
76082934	3ss	12
76083174	5ss	11
76087521	3ss	11
76087688	5ss	11
76088563	5ss	16
76089014	3ss	11
76089205	5ss	28
76089701	3ss	28
7609058	3ss	115
76090955	3ss	16
76091095	5ss	15
76099972	3ss	15
76100039	5ss	18
76101253	3ss	18
76101356	5ss	10
76105695	3ss	10
76107636	5ss	11
76108186	3ss	11
76108241	5ss	10
76112744	3ss	10
76115089	5ss	20
7612067	3ss	59
76124123	5ss	110
76128515	3ss	20
76129566	5ss	32
76132904	5ss	13
76133673	3ss	13
7613400	5ss	114
76134889	3ss	110
76135017	5ss	293
76135759	3ss	32
76135865	5ss	30
76136187	5ss	96
7613729	3ss	114
7613827	5ss	146
76140831	3ss	293
76140987	5ss	695
76141363	3ss	695
76141448	5ss	282
76143596	3ss	282
76143643	5ss	261
76146727	3ss	96
76146828	5ss	244
76147888	3ss	30
7614793	3ss	135
76147970	5ss	49
76149893	3ss	49
7614998	5ss	51
76149999	5ss	51
7615184	3ss	51
76152219	3ss	151
76152323	5ss	235
7615315	5ss	51
76153899	3ss	79
7615403	3ss	51
76154071	5ss	82
7615526	5ss	60
76156535	3ss	51
76156665	5ss	19
76158052	5ss	18
76158229	3ss	82
76158337	5ss	86
7615880	3ss	60
7615993	5ss	95
76161292	3ss	328
76161351	5ss	228
7616248	3ss	95
76162902	3ss	18
76163001	5ss	23
7616323	5ss	58
76164358	3ss	23
76164432	5ss	10
76164796	5ss	78
76165531	3ss	19
76165613	5ss	18
76165769	3ss	228
76165909	5ss	411
76166898	3ss	78
76167135	5ss	111
76167591	3ss	77
76167730	5ss	136
76167820	3ss	170
76168528	3ss	411
76168612	5ss	80
76169051	3ss	261
76169126	5ss	349
76169227	3ss	10
76170302	3ss	80
76170362	5ss	108
76171439	3ss	108
76171529	5ss	215
76173361	3ss	18
76174050	5ss	12
76175124	5ss	33
76175548	3ss	10
76175707	3ss	215
76175765	5ss	279
76178905	3ss	339
76178963	5ss	342
76179865	3ss	342
76182776	3ss	269
76182824	5ss	307
76183260	3ss	307
76183355	5ss	197
76183514	5ss	185
76183608	3ss	33
76183884	5ss	33
76184204	3ss	12
76184305	5ss	23
76186078	3ss	23
76186169	5ss	13
76186939	3ss	13
76187051	3ss	185
76187141	5ss	195
7618758	3ss	23
7618761	3ss	35
7618901	5ss	93
76189336	3ss	207
76189402	5ss	179
76190502	5ss	94
7619095	3ss	93
7619158	5ss	74
76191768	3ss	179
76194086	3ss	84
76194173	5ss	142
7619441	3ss	74
7619609	5ss	71
76196444	5ss	283
76196832	3ss	208
76196970	5ss	144
7619779	3ss	71
76198329	3ss	152
76198426	5ss	201
76198538	3ss	201
76198580	3ss	195
76198607	5ss	245
76198684	5ss	121
76198762	5ss	24
76198784	3ss	121
76198832	5ss	124
76199213	3ss	245
76199313	5ss	273
7619961	5ss	68
76200332	3ss	24
76200476	3ss	273
76200556	5ss	246
76200909	3ss	16
76200981	5ss	11
7620135	3ss	68
76201599	5ss	13
76201632	5ss	11
76201684	3ss	13
76202027	3ss	107
76202131	5ss	83
7620253	5ss	23
76202992	3ss	95
7620493	3ss	23
76205544	3ss	219
76205631	5ss	227
76205665	3ss	246
76205795	5ss	120
76206451	3ss	227
7620649	5ss	61
76206546	5ss	187
76207259	3ss	33
76207513	5ss	20
76209571	3ss	187
76209735	5ss	248
76210508	5ss	517
76210761	3ss	517
76210870	5ss	364
76211438	3ss	11
76211491	3ss	120
76211551	5ss	18
76211599	5ss	181
76211833	3ss	18
76211924	5ss	15
76212047	3ss	79
76212115	5ss	80
76212745	3ss	346
76212862	5ss	521
7621339	3ss	61
7621455	5ss	94
76215104	3ss	181
76215244	5ss	80
7621541	3ss	94
7621610	5ss	109
76216136	3ss	80
76216231	5ss	126
76219236	3ss	15
76219546	3ss	540
7622054	3ss	109
7622170	5ss	68
76222225	3ss	248
76222390	5ss	295
76224212	5ss	10
76224430	3ss	20
76224579	5ss	22
76225026	3ss	295
76226807	3ss	126
76227055	5ss	270
76227186	3ss	22
76227356	5ss	21
7622749	3ss	146
76228377	3ss	270
7623003	5ss	79
76230958	3ss	10
76231115	5ss	26
76232405	3ss	26
76232711	5ss	10
76234199	3ss	21
76234335	5ss	21
7623736	3ss	68
76237506	3ss	21
76237679	5ss	11
76238077	3ss	10
76238197	5ss	17
76239312	3ss	11
76239510	5ss	10
7624037	5ss	100
76241827	3ss	17
76241973	5ss	41
76243090	3ss	41
76243193	5ss	28
76245918	3ss	28
76246045	5ss	37
76246939	3ss	10
76248830	3ss	37
76248916	5ss	48
76248994	5ss	18
76249490	3ss	48
76250643	3ss	18
76250684	5ss	17
76251959	5ss	153
76252385	3ss	36
76252482	5ss	10
76252550	5ss	10
7625267	3ss	79
76253182	3ss	137
76253260	3ss	17
76253289	5ss	474
76253411	5ss	20
7625436	5ss	86
76254844	3ss	474
76255041	5ss	478
76255303	3ss	20
7625534	3ss	100
76255637	3ss	478
76255742	5ss	583
76255837	3ss	93
76255959	5ss	112
76256131	3ss	112
76256202	5ss	81
7625650	5ss	119
76256970	3ss	571
76257022	5ss	459
76257146	3ss	459
76257256	5ss	577
76257866	3ss	514
76257882	3ss	63
76257991	5ss	774
7625900	3ss	119
76259443	5ss	27
76259769	3ss	774
76259918	5ss	247
7625996	5ss	93
76260195	3ss	247
7626094	3ss	93
7626203	5ss	101
7626374	3ss	101
7628129	3ss	86
7628194	5ss	109
76285014	3ss	86
76285184	5ss	90
76286350	3ss	27
76286504	5ss	12
7629036	3ss	109
7629194	5ss	64
76312292	5ss	128
76320199	5ss	15
76326801	5ss	11
76330010	3ss	12
76330205	5ss	24
76330243	3ss	11
76330345	5ss	22
76331248	3ss	128
76331341	5ss	166
76331366	3ss	22
76331568	5ss	40
76332381	3ss	40
76332467	3ss	35
76332545	5ss	33
76332574	5ss	55
76333616	3ss	186
76333676	5ss	139
763344	3ss	604
76335174	5ss	268
76335356	3ss	33
76335544	5ss	84
76342172	3ss	84
76342502	5ss	124
76343297	3ss	139
76343442	5ss	329
76343986	3ss	124
76344097	5ss	23
76344423	3ss	329
76344527	5ss	166
76344761	3ss	23
76344812	5ss	43
7634611	3ss	64
7634763	5ss	32
76348531	3ss	43
76348632	5ss	62
76349028	3ss	24
76349040	3ss	90
76349075	5ss	105
76349245	5ss	18
76349790	3ss	62
76349955	5ss	61
76350400	3ss	46
76350403	3ss	45
76350420	5ss	17
76351339	3ss	61
76351421	5ss	59
763519	5ss	624
76355441	3ss	59
76355568	5ss	42
76357447	3ss	92
76357517	5ss	141
76357528	3ss	42
76357627	5ss	85
76358877	3ss	85
7635888	3ss	32
76360137	3ss	105
76360251	5ss	99
7636092	5ss	87
76368485	3ss	18
76368567	5ss	18
76368978	3ss	141
76369123	5ss	225
76369537	3ss	268
76369567	5ss	265
76370772	3ss	265
76370885	5ss	98
76372937	3ss	225
76373234	5ss	357
763747	3ss	624
76374820	3ss	98
76374889	5ss	59
76375018	5ss	223
76376428	3ss	357
76376657	5ss	189
76378425	3ss	223
76378677	5ss	110
76380269	3ss	189
76380436	5ss	274
76383290	3ss	37
76383319	5ss	26
76385151	3ss	274
76385184	5ss	265
76385576	3ss	265
76385770	5ss	70
76386746	3ss	70
76386972	5ss	216
76388299	3ss	216
76388408	5ss	205
76388527	3ss	205
76388557	3ss	59
76388643	5ss	203
76388746	5ss	35
76389408	5ss	12
76391297	3ss	99
76391414	5ss	193
76392389	3ss	35
76392466	5ss	27
76393529	3ss	193
76393671	5ss	241
76394333	3ss	27
763944	5ss	538
76394432	5ss	52
76395313	3ss	241
76395429	3ss	52
76395618	5ss	14
76395745	5ss	316
76396758	3ss	14
76396936	5ss	43
76397701	3ss	316
76398009	5ss	110
76398051	5ss	15
76399649	3ss	43
76400170	5ss	24
7640055	3ss	30
7640219	5ss	23
76402324	3ss	30
76402443	5ss	61
76405520	3ss	203
76405639	5ss	237
76407141	3ss	237
76407187	3ss	110
76407233	5ss	120
76407301	5ss	160
76408362	3ss	160
76408523	5ss	71
76409288	3ss	32
76409369	3ss	39
76409475	5ss	85
76410533	3ss	85
76410593	5ss	108
76410960	3ss	24
76411108	5ss	31
76412276	3ss	108
76412332	5ss	130
76412361	3ss	120
76412788	5ss	153
76414221	3ss	130
76414246	5ss	184
76414527	3ss	184
76414631	5ss	220
76415245	3ss	220
76415337	5ss	221
76415627	3ss	31
76415756	5ss	11
76415764	3ss	221
76416119	5ss	101
76416987	3ss	101
76417052	5ss	138
76419243	3ss	153
76419346	5ss	146
76419463	3ss	138
76419515	5ss	177
76420142	3ss	11
76420767	3ss	18
76421044	3ss	146
76421132	5ss	161
76423215	3ss	177
76423229	3ss	161
76423297	5ss	199
76423391	3ss	199
76423428	5ss	349
76423541	5ss	151
76425101	3ss	151
76427228	3ss	349
76427524	5ss	132
764288	3ss	538
76429396	3ss	132
76429504	5ss	88
76429941	3ss	99
76430027	5ss	80
76430642	3ss	88
76430744	5ss	106
76432057	3ss	106
76440742	5ss	17
76441982	3ss	17
76442189	5ss	44
764433	5ss	953
76446946	3ss	44
76447071	5ss	12
76452170	3ss	12
76452183	5ss	16
76455228	3ss	16
76455320	5ss	38
7645573	3ss	87
76456046	3ss	61
76456214	5ss	48
7645702	5ss	43
76459140	5ss	17
76459822	3ss	48
76459916	5ss	62
76461349	3ss	12
76461496	5ss	31
76463623	3ss	62
76463729	5ss	50
76465277	3ss	50
76465432	5ss	40
7646627	3ss	43
76468079	3ss	80
76468217	3ss	40
76468304	5ss	15
76470753	3ss	15
76470905	5ss	61
76471036	3ss	61
7647122	5ss	19
76471272	5ss	33
76472579	3ss	33
76472701	5ss	88
76476210	3ss	88
764813	3ss	953
76481909	3ss	31
76482112	5ss	38
76482664	3ss	38
76482848	5ss	10
76483612	3ss	10
76483755	5ss	24
76486405	3ss	24
76486666	5ss	18
76488670	3ss	38
76488737	5ss	34
76494448	5ss	47
7649516	3ss	19
76495853	3ss	18
76496002	5ss	14
76501249	3ss	14
76501420	5ss	16
76506653	3ss	47
76509836	3ss	16
76509942	5ss	23
76513316	3ss	23
76513435	5ss	35
76523537	3ss	15
76523583	3ss	20
76523780	5ss	20
76524985	3ss	34
76525017	5ss	53
76525670	3ss	53
76525716	5ss	49
76527218	3ss	17
76527381	5ss	42
76528807	3ss	20
76528963	5ss	43
76532464	3ss	43
76532499	3ss	42
76532568	5ss	48
76532591	5ss	17
76538257	3ss	48
76538330	5ss	48
765393	5ss	13
76540133	3ss	48
76540262	5ss	104
76542559	3ss	104
76542664	5ss	41
76545618	3ss	41
76545673	5ss	50
76548638	3ss	49
76548710	5ss	37
76548960	3ss	37
76549035	5ss	31
76549570	3ss	31
76549632	5ss	46
76549801	3ss	46
76550302	3ss	50
76550399	5ss	52
76550931	3ss	52
76551095	5ss	57
76554614	3ss	57
76554694	5ss	52
76555037	3ss	17
76555207	5ss	19
76555936	3ss	19
76556154	5ss	12
7655783	5ss	14
76558068	3ss	52
76558248	5ss	58
765584	3ss	13
7655861	3ss	23
7655934	5ss	23
76564856	3ss	58
76565000	5ss	39
76566814	3ss	39
76566971	5ss	50
7656783	3ss	14
7656824	5ss	21
76568619	3ss	50
76568710	5ss	93
76569442	3ss	12
76569681	5ss	14
76570740	3ss	93
76570812	5ss	82
76572013	3ss	14
76572237	5ss	13
76572313	3ss	82
76572440	5ss	151
76573616	3ss	13
76573749	5ss	24
76574600	3ss	24
76574687	5ss	22
76576243	3ss	151
76576338	5ss	84
76576649	3ss	84
76576822	5ss	61
76580364	3ss	61
76580402	5ss	72
76582924	3ss	72
76583017	5ss	44
76587180	3ss	22
76587398	5ss	15
76587733	3ss	15
76587804	5ss	11
76589537	3ss	44
76589667	5ss	34
76589760	3ss	34
76589837	5ss	60
76591406	3ss	60
76591535	5ss	102
76592387	3ss	11
76595721	3ss	102
76595811	5ss	64
76596561	3ss	64
76596711	5ss	121
765984	5ss	48
76599774	3ss	121
76599982	5ss	204
76600945	3ss	204
76601023	5ss	161
76602247	3ss	161
76602407	5ss	87
76603236	5ss	11
76604531	3ss	87
76604557	5ss	87
76604948	3ss	87
76604977	5ss	56
76608090	3ss	42
76608128	5ss	34
7660963	3ss	21
7661036	5ss	65
76617322	3ss	48
76617425	5ss	67
76618213	3ss	67
76618344	5ss	142
76621368	5ss	29
76623780	3ss	142
76623998	5ss	103
76624530	3ss	103
7662851	5ss	23
76629705	5ss	10
76631480	3ss	10
76631638	5ss	10
7663227	3ss	23
76632900	5ss	18
7663291	5ss	18
76633006	3ss	29
76633070	5ss	29
76633475	3ss	18
76633535	3ss	10
76633642	5ss	16
76634060	3ss	16
7663529	3ss	23
7663657	5ss	22
76638186	3ss	29
76638362	5ss	47
76639889	3ss	47
76639968	5ss	57
76642966	3ss	57
76643033	5ss	51
76644331	3ss	51
76644385	5ss	63
76647107	3ss	63
76647192	5ss	53
7666080	3ss	18
76662221	3ss	53
76662315	5ss	34
76668034	3ss	34
76670075	5ss	12
76678726	5ss	199
76687333	3ss	12
76691592	3ss	199
76691692	5ss	546
76691975	3ss	546
76692077	5ss	549
76692235	3ss	549
76692290	5ss	616
766933	3ss	48
766952	5ss	29
76695829	3ss	616
76695949	5ss	178
7669618	3ss	22
7669768	5ss	36
766992	5ss	46
7670031	3ss	36
7670112	3ss	65
7670142	5ss	38
76701618	5ss	14
7670365	5ss	38
7670378	3ss	38
76703833	3ss	178
76704011	5ss	233
7670466	5ss	37
767071	3ss	46
7670763	3ss	37
76708215	3ss	233
76708355	5ss	464
7670885	5ss	18
76709807	3ss	14
76709865	5ss	15
76711303	3ss	464
76711391	5ss	353
7671157	3ss	38
76711796	3ss	353
76711950	5ss	179
7671279	5ss	51
7671362	3ss	51
7671457	5ss	31
76714843	3ss	179
76715054	5ss	197
76719728	3ss	11
76719836	5ss	12
7672071	3ss	18
76720775	3ss	197
76720885	5ss	92
76721504	3ss	92
76721622	5ss	348
76721771	3ss	348
76721952	5ss	670
7672196	5ss	33
76722232	3ss	670
76722353	5ss	472
76725287	3ss	472
76725425	5ss	468
76726060	3ss	15
76726293	3ss	468
76726456	5ss	396
76727639	3ss	396
76727725	5ss	318
76727823	5ss	19
7672887	3ss	33
76729418	3ss	12
76729859	5ss	24
76730106	3ss	318
7673012	3ss	31
76730204	5ss	583
7673075	5ss	18
76730775	3ss	19
76730820	5ss	45
76731318	3ss	45
7673150	5ss	36
76731585	3ss	583
76731692	5ss	165
76732265	3ss	24
76733313	3ss	165
76733528	5ss	166
76734359	3ss	166
76737195	5ss	11
76738982	3ss	11
76741686	5ss	15
7674255	3ss	18
76744838	3ss	15
7675362	3ss	36
7675501	5ss	50
7675586	3ss	50
7675679	5ss	98
7675763	3ss	98
7675817	5ss	102
7675981	3ss	102
7676054	5ss	58
7676403	3ss	58
7676472	5ss	48
7676573	3ss	48
76778141	5ss	10
7678049	5ss	59
76780571	5ss	15
76780884	3ss	15
76781043	5ss	12
76781639	3ss	12
76781989	5ss	11
76784716	3ss	11
76785007	5ss	10
76788247	3ss	10
76795898	3ss	10
7680069	3ss	59
7680208	5ss	38
7680304	3ss	38
7680459	5ss	25
76804859	5ss	12
7680605	5ss	52
7681409	3ss	52
7681508	5ss	53
7682212	3ss	53
7682324	5ss	131
76823635	3ss	12
76823843	5ss	16
7682429	3ss	131
76825288	3ss	16
7682547	5ss	106
7682638	3ss	106
76826634	5ss	37
76827272	3ss	37
76827349	5ss	25
76829203	3ss	25
76830198	5ss	12
76831759	3ss	12
76831955	5ss	13
76832980	3ss	13
76839535	5ss	14
76841635	3ss	14
76841698	5ss	10
76853755	3ss	10
76853868	5ss	11
76858844	3ss	11
76858996	5ss	20
76866953	3ss	20
76867827	5ss	12
76867908	3ss	12
76868438	5ss	11
76869323	3ss	11
76869476	5ss	23
76870493	3ss	23
76870505	5ss	18
76870569	5ss	11
76871209	3ss	11
76873241	3ss	18
76873354	5ss	14
76873376	5ss	55
76873899	3ss	55
76874034	5ss	16
76877102	3ss	16
76877208	5ss	17
76883794	3ss	17
76883931	5ss	28
76885802	3ss	28
76885960	5ss	75
76886267	3ss	14
76886418	3ss	75
76886510	5ss	92
76888595	3ss	92
76888689	5ss	64
76890091	3ss	64
76890175	5ss	34
76890781	3ss	34
76890999	5ss	43
76891420	3ss	43
76891527	5ss	105
76892426	3ss	105
76892635	5ss	94
76892997	3ss	94
76893200	5ss	98
76893469	3ss	98
76893645	5ss	65
76894113	3ss	65
76894202	5ss	62
76895633	3ss	62
76895760	5ss	39
76900389	3ss	39
76900515	5ss	30
76901065	3ss	30
76901184	5ss	36
76901742	3ss	36
76901915	5ss	26
76903096	3ss	26
76903323	5ss	51
76903860	5ss	10
76905399	3ss	51
76905569	5ss	53
76908526	3ss	53
76908643	5ss	23
76909540	3ss	23
76909666	5ss	32
76910694	3ss	32
76910863	5ss	51
76910864	5ss	12
76912493	3ss	51
76912683	5ss	35
76913345	3ss	35
76914504	3ss	10
76914555	5ss	11
76915274	5ss	52
76916507	3ss	52
76916662	5ss	39
76917142	3ss	39
76917247	5ss	31
76918334	3ss	31
76918447	5ss	52
76919475	3ss	52
76919562	5ss	54
76919742	3ss	54
76919848	5ss	34
76922197	3ss	34
76922382	5ss	51
76922866	3ss	51
76922982	5ss	77
76923997	3ss	77
76924080	5ss	71
76924403	3ss	12
76924498	5ss	12
76924905	3ss	71
76925024	5ss	37
76925652	3ss	37
76928299	3ss	12
76928416	5ss	15
769300	3ss	29
76935824	3ss	15
76935974	5ss	20
76936146	3ss	20
76936813	3ss	11
7694746	5ss	480
769484	5ss	54
7695459	3ss	480
7695545	5ss	89
7695709	3ss	89
7695732	5ss	510
7696359	3ss	510
76970696	5ss	363
76970892	3ss	363
76970947	5ss	367
76971988	3ss	367
76972056	5ss	475
76973779	3ss	475
76973828	5ss	723
76977646	3ss	13
76977749	5ss	18
76978821	3ss	728
76978973	5ss	638
76979062	3ss	638
76979114	5ss	552
76980501	3ss	552
76980728	5ss	145
76982010	3ss	145
76982160	5ss	277
76989402	3ss	277
76989459	5ss	521
76990656	3ss	521
77013541	5ss	12
7703661	5ss	37
77037054	3ss	12
7703905	3ss	37
7703986	5ss	52
7704617	3ss	52
7704693	5ss	41
7705617	3ss	41
7705695	5ss	36
7705786	3ss	36
7705889	5ss	46
7706591	3ss	46
7706739	5ss	38
7706920	3ss	38
7707004	5ss	32
7707089	3ss	32
7707219	5ss	34
7707315	3ss	34
7707422	5ss	54
7707652	3ss	54
7707709	5ss	53
77077155	5ss	13
77077980	3ss	13
7707869	3ss	53
7707934	5ss	45
7708051	3ss	45
77080768	5ss	10
7708131	5ss	57
77081316	3ss	10
77081424	5ss	12
77081702	3ss	12
7709500	3ss	57
7709638	5ss	37
7710083	3ss	37
7710192	5ss	29
77104354	5ss	30
77105428	3ss	30
77105572	5ss	15
77105775	3ss	15
77105839	5ss	13
77107770	3ss	13
7711135	3ss	29
7711230	5ss	45
7712048	3ss	45
7712133	5ss	42
7712240	3ss	42
7712397	5ss	48
7712611	3ss	48
7712953	3ss	13
7712959	3ss	12
7713084	5ss	119
77134101	5ss	15
77137247	3ss	15
771436	5ss	29
77155090	5ss	1658
77157512	5ss	11
77158109	5ss	53
77158140	3ss	1669
77158264	5ss	1169
771598	3ss	29
77160681	3ss	1169
77166962	5ss	18
771702	5ss	54
771801	3ss	54
77191214	3ss	53
77191317	5ss	32
771941	5ss	77
77194486	5ss	26
77198252	5ss	12
77199097	3ss	32
77199219	5ss	32
77199222	3ss	26
77199377	5ss	33
77200395	3ss	18
77200503	5ss	36
77201417	3ss	33
77202823	3ss	32
77202900	5ss	35
77203493	3ss	35
77203637	5ss	24
772084	3ss	61
77208926	3ss	24
77208990	5ss	39
77209637	3ss	39
77209799	5ss	50
77210744	3ss	36
77210820	5ss	28
77212872	3ss	28
77212967	5ss	29
772134	5ss	56
77214860	3ss	29
77214898	5ss	44
77216186	3ss	50
77216311	5ss	24
77220688	3ss	24
77220830	5ss	16
77221502	3ss	44
77221573	5ss	31
77222170	3ss	16
77222270	5ss	16
77224326	5ss	198
77224702	3ss	198
77224807	5ss	274
77225155	5ss	44
77225373	3ss	44
77225530	5ss	85
77227159	3ss	31
77227218	5ss	12
77227258	5ss	12
77227348	3ss	85
77227674	5ss	34
77227867	3ss	274
77228063	5ss	365
77228142	5ss	93
77228232	3ss	34
77229051	5ss	56
77229432	3ss	56
77229579	5ss	65
77229981	3ss	12
77230123	5ss	21
77230297	3ss	93
772309	3ss	72
77232005	3ss	65
77235762	3ss	16
77235886	5ss	44
77236099	3ss	365
77236212	5ss	581
77236552	3ss	21
77236699	3ss	44
77236761	5ss	37
77239489	3ss	37
77239582	5ss	35
77239762	3ss	581
77239858	5ss	819
77240159	5ss	16
77240265	3ss	16
77240363	5ss	28
77240376	3ss	35
77240459	5ss	29
77240751	3ss	819
77240893	5ss	1170
77241138	3ss	14
77241411	3ss	1156
77242013	3ss	29
77242170	5ss	60
77243156	3ss	60
77243250	5ss	38
77243738	3ss	12
77244627	3ss	38
77246266	5ss	11
77246471	3ss	11
77247797	3ss	28
77247882	5ss	32
77256022	3ss	32
77256992	5ss	33
77258733	5ss	11
77261665	3ss	33
77261742	5ss	24
77264599	3ss	11
77265099	3ss	24
77265166	5ss	52
77266335	3ss	52
77266365	5ss	63
77267941	3ss	63
77268048	5ss	60
77268536	3ss	60
77326372	5ss	32
77359902	5ss	555
77365364	3ss	555
77365414	5ss	363
77365727	3ss	32
77365843	5ss	19
77369241	3ss	363
77369396	5ss	659
77369513	3ss	659
77369657	5ss	1232
77372809	3ss	1232
77372912	5ss	460
77373548	3ss	460
77373667	5ss	741
77378332	3ss	741
77378446	5ss	466
77378692	3ss	466
77378741	3ss	19
77378871	5ss	929
77379381	5ss	25
77380371	3ss	929
77380548	5ss	589
77380824	3ss	589
77380922	5ss	363
77381287	3ss	363
77394812	3ss	25
77394949	5ss	63
77397978	3ss	63
77398120	5ss	50
77402464	3ss	50
77402631	5ss	52
77407655	3ss	52
77407763	5ss	31
77407847	3ss	31
77440261	5ss	11
7745481	5ss	2193
77455225	3ss	11
77455308	5ss	21
77455977	3ss	21
77456070	5ss	40
7745764	5ss	33
77457860	3ss	40
77457988	5ss	34
77464767	3ss	34
77464917	5ss	29
77469617	5ss	34
77470346	3ss	29
77470436	5ss	45
7747071	3ss	2182
7747128	3ss	33
7747145	5ss	1957
77472972	3ss	45
77473138	5ss	44
77474491	3ss	44
77475528	5ss	43
77477535	3ss	43
77477676	5ss	36
77477810	3ss	36
77478016	5ss	50
7748338	5ss	13
7748632	3ss	13
77488907	3ss	37
77489069	5ss	38
7749009	5ss	23
7749164	3ss	1968
7749190	3ss	23
7749196	5ss	2410
7749615	5ss	13
77496355	3ss	51
77496521	5ss	74
7749718	3ss	13
7749810	5ss	16
7749897	3ss	16
7750058	5ss	23
7750137	3ss	23
7750770	5ss	11
7750864	3ss	11
7750985	3ss	2410
7751154	5ss	2299
77513652	3ss	74
77522925	3ss	34
77522981	5ss	31
77530028	3ss	31
77530097	5ss	45
7753046	5ss	14
77531079	3ss	45
77531237	5ss	57
7753139	3ss	14
77532287	5ss	21
7753495	5ss	12
77538110	3ss	57
77538275	5ss	42
77539562	3ss	42
77539726	5ss	15
7754339	3ss	12
7754544	5ss	22
7754648	3ss	22
7754712	5ss	18
7754796	3ss	18
77549596	3ss	15
77549782	5ss	58
7755144	3ss	2299
77551940	3ss	58
77552095	5ss	42
7755248	5ss	1315
77553525	3ss	21
77553674	5ss	59
7755383	5ss	12
7755467	3ss	12
77558426	3ss	42
77558644	5ss	55
7755954	5ss	13
7756318	3ss	13
77566406	5ss	96
77567027	3ss	55
77567155	5ss	46
77569198	3ss	96
77569347	3ss	46
77569363	5ss	95
77569619	5ss	21
77569845	3ss	21
77569976	5ss	17
77570037	3ss	95
77570262	5ss	135
77572017	3ss	17
77572178	3ss	12
77572220	5ss	10
77574593	3ss	133
77576324	5ss	50
77579150	5ss	29
77579768	3ss	50
77580768	3ss	59
77580863	5ss	38
77580934	3ss	29
77581029	5ss	26
77583086	3ss	26
77583221	3ss	38
7759589	3ss	1315
7759751	5ss	2364
77610855	5ss	10
7762819	3ss	2364
7762926	5ss	2750
77631309	3ss	10
77631440	5ss	41
7763612	3ss	2750
7763740	5ss	1937
77651957	3ss	41
77652088	5ss	43
7765414	3ss	1937
7765530	5ss	1859
77656552	5ss	129
