C2_pos	ss	C2_reads
69924740	5ss	66
69925080	3ss	109
69925794	3ss	66
69925836	5ss	70
6992868	3ss	77
6993083	5ss	51
6993535	3ss	51
69942664	3ss	146
69942753	5ss	96
69951612	3ss	96
69951786	5ss	77
69955960	3ss	70
69956054	5ss	95
6995911	3ss	277
69959333	3ss	77
69959387	5ss	97
69960272	3ss	11
6996029	5ss	274
69962785	3ss	84
69962876	5ss	124
69963351	3ss	97
69963432	5ss	88
69964033	3ss	88
69964111	3ss	124
69964161	5ss	119
69964297	5ss	100
69965055	3ss	119
69965056	3ss	100
69965130	5ss	156
69965214	5ss	102
69965412	3ss	156
69965483	5ss	126
69965705	3ss	126
69965793	5ss	125
69965898	3ss	102
69966061	5ss	77
69967785	3ss	77
69967873	3ss	125
69968032	5ss	97
69969307	5ss	178
69969756	3ss	97
69969889	5ss	102
69970215	3ss	102
69970355	5ss	96
69971021	3ss	96
69971141	5ss	112
69971451	3ss	112
69971555	5ss	126
69972930	3ss	126
69973026	5ss	106
69973244	3ss	106
69973316	5ss	106
69973744	3ss	106
699759	5ss	98
69979304	5ss	635
69980050	3ss	635
69980124	5ss	905
6998052	3ss	274
69980533	3ss	905
69980598	5ss	1147
69981285	3ss	1147
6998134	5ss	230
69981396	5ss	2138
69981710	3ss	2138
69981786	5ss	2510
69981930	3ss	2510
69982042	5ss	2315
69983265	3ss	2315
69983467	5ss	2596
69985839	3ss	2596
69985939	5ss	3575
69986756	3ss	3575
69986883	5ss	923
69987290	3ss	923
69987393	5ss	1119
69990936	3ss	1119
69991055	5ss	1390
69991418	3ss	1390
69991546	5ss	1802
69991748	3ss	1802
69991851	5ss	3873
69992102	3ss	3873
69992201	5ss	2463
69993643	3ss	2463
69993784	5ss	1749
69995075	3ss	1749
7000812	3ss	230
70008652	3ss	178
70008706	5ss	299
7000929	5ss	389
70015186	3ss	299
70015273	5ss	540
7002872	3ss	389
7002978	5ss	282
70031665	3ss	540
70031759	5ss	457
70033517	3ss	457
70033630	5ss	406
70035038	3ss	406
70035128	5ss	320
70037726	3ss	320
70037805	5ss	463
70039785	3ss	463
70039841	5ss	416
70043233	3ss	416
70043326	5ss	282
70045731	3ss	282
70045826	5ss	361
70046412	3ss	361
70046470	5ss	455
70047831	3ss	455
70047953	5ss	369
70049851	5ss	114
70052239	3ss	114
70052588	3ss	369
70057284	5ss	53
70064679	3ss	53
70064802	5ss	41
7006571	3ss	282
7006651	5ss	165
70066589	3ss	41
70066685	5ss	97
70068074	3ss	97
70068171	5ss	191
70070281	3ss	191
70070393	5ss	87
70071263	3ss	87
70071328	5ss	78
70074675	3ss	78
70074759	5ss	71
70076784	3ss	71
70076874	5ss	67
70081955	3ss	67
70082092	5ss	133
7008359	3ss	165
7008453	5ss	188
70088410	3ss	133
70088479	5ss	96
70091973	5ss	42
70091992	5ss	57
70092032	3ss	96
70092107	5ss	129
70096851	3ss	129
70096956	3ss	99
70096996	5ss	108
70097090	5ss	142
70097615	3ss	132
70097753	5ss	119
70098260	3ss	129
70098399	5ss	15
70098444	5ss	32
70098877	3ss	108
70098897	3ss	47
70098964	5ss	137
70098983	5ss	49
70099197	3ss	49
70099312	5ss	55
70100931	3ss	55
70101066	5ss	92
70101342	3ss	92
70101437	5ss	69
70101516	3ss	69
70101608	5ss	13
70101735	3ss	13
70106041	3ss	137
7011604	3ss	188
7011675	5ss	158
70117020	5ss	57
70117963	5ss	255
70118279	3ss	57
70118542	5ss	130
7011879	5ss	15
70118860	3ss	255
70119113	5ss	304
70119684	3ss	304
70121150	5ss	192
70122226	3ss	192
70122346	5ss	400
70123568	3ss	400
70123680	5ss	420
7012380	3ss	158
70124509	3ss	420
70124588	5ss	223
7012508	5ss	236
70130313	3ss	223
70130377	5ss	131
70131386	3ss	131
70132811	5ss	26
7013788	3ss	15
7014001	5ss	11
7014067	5ss	34
70142535	5ss	23
70143253	3ss	23
70143352	5ss	46
7014749	3ss	34
70148343	5ss	26
70148868	3ss	46
70148897	5ss	48
70149164	3ss	26
7014923	5ss	10
70149439	5ss	104
70150185	3ss	104
70150443	5ss	81
7015118	5ss	12
70154364	3ss	26
70154622	5ss	33
7015573	3ss	22
7015826	5ss	31
7015853	3ss	11
7015929	5ss	14
70161163	3ss	33
70161296	5ss	97
7016175	3ss	236
70162483	3ss	48
70162597	5ss	35
70162687	3ss	97
70162768	5ss	61
7016284	5ss	245
70162862	3ss	61
70163025	5ss	44
70164326	3ss	31
70164367	3ss	35
70164447	5ss	14
70164526	5ss	37
7016479	3ss	31
70165205	3ss	14
70165229	3ss	37
70165322	5ss	25
70166054	3ss	38
70166203	5ss	56
70170097	3ss	56
70170289	5ss	27
70170508	3ss	130
70170609	5ss	161
70170953	3ss	161
70171117	5ss	199
70171606	3ss	199
70171680	5ss	147
70172368	3ss	147
70172469	5ss	291
70172703	3ss	291
70172802	3ss	27
70172924	5ss	139
70172926	5ss	78
70176137	3ss	78
70176279	3ss	139
70176292	5ss	46
70176425	5ss	206
70176456	3ss	46
70176589	5ss	55
70177413	3ss	55
70178066	3ss	206
70178200	5ss	285
70178436	5ss	23
70178500	3ss	81
70178595	5ss	125
70179576	3ss	285
70179659	5ss	199
70180037	3ss	23
70180131	5ss	80
70181669	3ss	199
70181800	5ss	232
70182367	3ss	80
70182456	5ss	69
70183471	3ss	232
70183533	5ss	285
70184480	3ss	285
70184559	5ss	230
70185277	3ss	230
70185412	5ss	124
70187294	3ss	69
70187476	5ss	36
70188217	3ss	125
70188294	5ss	76
70188921	3ss	76
70189124	5ss	78
70189775	3ss	124
70189998	5ss	229
70190378	3ss	36
70193989	3ss	78
70194117	5ss	56
70194295	3ss	229
70194526	5ss	287
70195389	3ss	56
70195501	5ss	85
70196029	3ss	55
70196145	5ss	59
70197100	3ss	10
70197129	5ss	20
70200407	3ss	301
70200558	5ss	270
70201745	3ss	270
70201917	5ss	267
70202267	3ss	267
70202360	5ss	161
70206558	3ss	74
70206657	5ss	80
70206744	3ss	91
70206813	5ss	73
70208201	3ss	161
70208282	5ss	150
70208394	3ss	150
70208594	5ss	179
70209144	3ss	73
70218321	3ss	179
70218496	5ss	93
70218583	3ss	93
70218680	5ss	179
70221024	3ss	179
70221199	5ss	134
70222638	3ss	134
70222706	5ss	176
70224136	3ss	176
70224301	5ss	175
70228194	3ss	175
70228264	5ss	243
70229109	3ss	243
70233968	5ss	89
70233972	5ss	258
70234097	5ss	25
70234855	3ss	372
70234999	5ss	314
70235321	3ss	314
70235391	5ss	292
70235515	3ss	292
70235613	5ss	299
70235899	3ss	299
70235968	5ss	361
70237184	3ss	361
70237257	5ss	424
70237712	3ss	424
70237822	5ss	335
70237911	3ss	312
70237914	3ss	23
70238697	5ss	10
70240485	3ss	10
70240580	5ss	44
70241893	3ss	44
70242003	5ss	190
70244720	5ss	213
70247768	3ss	190
70247821	5ss	173
70248266	3ss	173
70249118	5ss	10
70251371	3ss	223
70251467	5ss	475
70253404	3ss	475
70253490	5ss	650
70253624	3ss	650
70253697	5ss	484
70255937	3ss	484
70256066	5ss	571
70260648	3ss	571
70260758	5ss	732
70261769	3ss	732
70261823	5ss	715
70263119	3ss	715
70263229	5ss	506
70265852	3ss	506
70265962	5ss	590
70266506	3ss	590
70266616	5ss	481
7026731	3ss	245
70267576	3ss	406
70267686	5ss	446
70269046	3ss	521
70269101	5ss	471
7026989	5ss	250
70271438	3ss	471
70271507	5ss	636
70275157	3ss	636
70275305	5ss	293
70277297	3ss	293
70277386	5ss	344
70279207	3ss	344
70279384	5ss	456
70279753	3ss	456
70279824	5ss	284
70281132	3ss	284
70316831	5ss	12
70320534	3ss	12
7032054	3ss	250
70321590	5ss	12
70321927	3ss	12
70333257	5ss	48
70338703	5ss	39
70339223	3ss	39
70339327	5ss	59
70339536	3ss	59
70339727	5ss	66
70339864	3ss	66
70340020	5ss	103
70340821	3ss	103
70341002	5ss	67
70341177	3ss	67
70341287	5ss	107
70341412	3ss	107
70341666	5ss	103
70342050	3ss	103
70342196	5ss	63
70342358	3ss	63
70342457	5ss	71
70342588	3ss	71
70342724	5ss	62
70342945	3ss	62
70343076	5ss	69
70343444	3ss	69
70343570	5ss	71
70344009	3ss	71
70344238	5ss	55
70344614	3ss	55
70344694	5ss	88
70344826	3ss	88
70344996	5ss	81
70345201	3ss	81
70345345	5ss	42
70345513	3ss	42
70345563	5ss	30
70345886	3ss	30
70346004	5ss	47
70346191	3ss	47
70346334	5ss	37
70346494	5ss	23
70346512	3ss	48
70346560	5ss	50
70346819	3ss	37
70346982	5ss	71
70347186	3ss	71
70347317	5ss	61
70347743	3ss	61
70347970	5ss	47
70348146	3ss	47
70348290	5ss	69
70348448	3ss	69
70348568	5ss	76
70348805	3ss	50
70348858	5ss	46
70348964	3ss	76
70349065	5ss	54
70349166	3ss	54
70349279	5ss	14
70349530	3ss	14
70349705	5ss	44
70349872	3ss	46
70349885	3ss	44
70350007	5ss	217
70350064	5ss	113
70351399	3ss	205
70351400	3ss	113
70351471	5ss	100
70351491	5ss	283
70351923	3ss	100
70352056	5ss	93
70352227	3ss	93
70352388	5ss	93
70352695	3ss	93
70352806	5ss	77
70352973	3ss	77
70353062	5ss	64
70354207	3ss	64
70354316	5ss	68
70354563	3ss	68
70354698	5ss	88
70354942	3ss	88
70355103	5ss	47
70356131	3ss	47
70356505	5ss	109
70356729	3ss	109
70356879	5ss	108
70357037	3ss	108
70357233	5ss	17
70357242	5ss	41
70357408	3ss	58
70357485	5ss	119
70357576	3ss	119
70357630	5ss	14
70357706	3ss	14
70357793	5ss	135
70358488	3ss	295
70358590	5ss	158
70359477	3ss	158
70359591	5ss	37
70360485	3ss	135
70360707	5ss	43
70360791	5ss	10
70361080	3ss	43
70361220	5ss	71
70361733	3ss	71
70361814	5ss	92
70362025	3ss	92
70363195	3ss	37
70363372	5ss	35
70363734	3ss	35
70363971	5ss	65
70365625	3ss	65
70367062	5ss	73
70367424	3ss	73
70380951	5ss	237
70384460	3ss	237
70384508	5ss	243
70389388	3ss	243
70389438	5ss	247
70390015	3ss	247
70390150	5ss	450
70395321	3ss	450
70395413	5ss	487
70398446	3ss	487
70398548	5ss	215
70398920	3ss	215
70399034	5ss	227
70399988	3ss	227
70400165	5ss	155
70400527	3ss	155
70400764	5ss	214
70404126	3ss	214
70404288	5ss	50
70404455	3ss	10
70405275	3ss	50
70405466	5ss	96
70405828	3ss	96
70406762	5ss	17
70411603	3ss	17
70411693	5ss	25
70412258	3ss	25
70418855	3ss	23
70420249	5ss	11
70427013	5ss	11
7043191	5ss	22
70432652	3ss	11
7043339	3ss	22
7043476	5ss	38
70435140	5ss	95
7043628	3ss	38
7043741	5ss	18
70442432	3ss	11
70442531	5ss	33
70443542	3ss	95
70444635	3ss	33
70444682	5ss	30
70446464	5ss	25
7044710	3ss	18
70450565	3ss	25
7045576	5ss	41
70459134	3ss	30
70459190	5ss	36
70461117	3ss	36
70461197	5ss	19
7046862	3ss	14
7046917	5ss	14
70477471	3ss	19
70477663	5ss	19
70478202	3ss	19
70478284	5ss	17
70480103	3ss	17
70480208	5ss	33
70481039	5ss	106
70481045	5ss	11
70482212	3ss	117
70482334	5ss	335
7048340	5ss	13
70485408	5ss	218
70486492	3ss	218
70486698	5ss	241
70488344	3ss	241
70488518	5ss	146
70489920	3ss	33
7049092	3ss	14
7049200	5ss	30
70496633	3ss	335
70496805	5ss	253
70497175	5ss	12
70497526	3ss	12
70497602	3ss	229
70497646	5ss	254
70497677	5ss	28
70499029	3ss	28
70499079	5ss	40
70500035	3ss	40
70500160	5ss	15
70500386	3ss	278
70500418	5ss	260
7050043	3ss	13
70500785	3ss	15
70500857	5ss	17
70501277	3ss	17
70501374	5ss	12
70501789	3ss	12
7050186	5ss	11
70501869	5ss	26
70502091	3ss	146
70502133	3ss	260
70502302	5ss	241
70502326	5ss	195
70502646	3ss	241
70502752	3ss	26
70502798	5ss	186
70502871	5ss	10
70503055	3ss	10
70503226	5ss	11
70503571	5ss	1127
70503866	3ss	186
70504217	3ss	11
70504247	3ss	889
70504303	5ss	1428
70504329	5ss	19
70504834	3ss	94
70504874	3ss	19
70504947	5ss	89
70504975	5ss	28
70505085	3ss	28
70505255	5ss	16
7050537	3ss	11
70506444	3ss	16
70506508	5ss	12
70506886	3ss	12
70506918	3ss	195
70507032	5ss	397
70507131	3ss	397
7050717	5ss	10
70507323	5ss	283
70508242	5ss	17
70508431	3ss	17
70508597	5ss	12
70508693	3ss	12
70508893	3ss	283
70508914	5ss	11
70509022	5ss	179
7050910	3ss	10
70509253	3ss	11
70509281	3ss	179
70509442	5ss	172
70509670	5ss	12
70510479	3ss	1661
70510641	5ss	1072
70511629	3ss	1072
70511822	5ss	1770
70512175	3ss	12
70512362	5ss	33
70512454	3ss	33
70512553	5ss	30
70513083	3ss	30
70513306	5ss	28
70513482	3ss	28
70513609	3ss	172
70513834	5ss	117
70514077	3ss	1770
70514378	5ss	2115
70514471	3ss	117
70514584	5ss	143
70515127	3ss	143
70515293	5ss	141
70516030	3ss	141
70516240	5ss	133
70516415	3ss	2115
70516510	5ss	2635
70516701	3ss	2635
70516897	5ss	2759
70517051	3ss	133
70517134	5ss	183
70517227	3ss	2759
70517311	5ss	1939
70517686	3ss	1939
70517788	5ss	1804
70518319	3ss	1804
70518358	5ss	1824
70518557	3ss	1824
70518666	5ss	1742
70519792	3ss	1742
70520764	3ss	183
70520949	5ss	216
70525645	3ss	216
70525836	5ss	145
70530963	3ss	145
70531202	5ss	166
70532745	3ss	166
70532856	5ss	263
7053336	5ss	314
7053639	3ss	314
7053728	5ss	54
7053815	5ss	387
70545893	3ss	263
70545975	5ss	84
70546303	3ss	84
70546449	5ss	170
70547684	3ss	170
70547804	5ss	238
70547900	3ss	238
70548085	5ss	107
7054934	3ss	441
70549467	3ss	107
70549672	5ss	82
70550964	3ss	82
70557831	5ss	285
7055789	3ss	41
70560490	3ss	285
70560629	5ss	515
70562776	3ss	515
70563102	5ss	875
70564648	3ss	875
70564820	5ss	772
70566382	3ss	772
70566523	5ss	309
70569211	3ss	309
70569323	5ss	602
70572226	3ss	602
70572363	5ss	753
70573007	3ss	753
70573110	5ss	404
70575572	3ss	404
70575737	5ss	491
70578341	3ss	491
70578436	5ss	516
70582273	3ss	516
70582345	5ss	535
70584553	3ss	15
70584581	5ss	15
70586344	5ss	18
70587349	3ss	18
70587463	5ss	17
70587904	3ss	17
70588020	5ss	45
70588349	3ss	535
70588500	5ss	485
70588954	3ss	485
70589109	5ss	530
70590082	3ss	530
70590237	5ss	537
70590789	3ss	537
70590932	5ss	433
70594372	3ss	433
70594494	5ss	522
70595017	3ss	45
70595533	3ss	522
70595687	5ss	1099
70597041	5ss	15
70597453	3ss	15
70597671	5ss	22
70597779	3ss	1099
70597953	5ss	494
70598085	3ss	22
70598303	5ss	39
70598674	3ss	39
70598881	5ss	25
70598968	3ss	494
70599173	5ss	869
70599271	3ss	869
70599427	5ss	667
70601314	3ss	667
70601439	5ss	448
70601593	3ss	25
70601769	5ss	36
70602186	3ss	448
70602386	3ss	36
70602398	5ss	398
70602513	5ss	37
70602611	3ss	37
70602718	5ss	36
70602841	3ss	36
70602946	3ss	398
70603014	5ss	38
70603044	5ss	480
70603812	3ss	38
70603909	3ss	480
70603985	5ss	47
70604052	5ss	615
70604795	3ss	47
70604899	5ss	36
70604998	3ss	615
70605102	5ss	1079
70605576	3ss	1079
70607111	3ss	36
70607311	5ss	20
70608087	3ss	20
70608718	5ss	12
7060894	5ss	27
70609435	3ss	12
70609515	5ss	17
7061146	3ss	27
70612419	3ss	17
70612568	5ss	22
70612725	3ss	22
70612844	5ss	35
70613151	3ss	35
70613326	5ss	28
7061340	5ss	15
70613917	3ss	28
70614095	5ss	27
70617103	3ss	27
70617316	5ss	47
70618422	3ss	47
70618587	5ss	25
70621378	3ss	25
70621589	5ss	30
70626488	3ss	30
70626596	5ss	27
70627424	3ss	27
70627522	5ss	54
70627824	3ss	54
70628001	5ss	12
706288	5ss	31
70637260	5ss	207
7063968	3ss	15
70641159	3ss	12
70641226	5ss	10
7064157	5ss	53
70642967	3ss	10
70643089	5ss	24
7064314	3ss	53
70643824	3ss	24
70643916	5ss	18
70644004	3ss	18
70644088	5ss	29
7064430	5ss	41
7064535	3ss	41
7064648	5ss	58
7064823	3ss	58
7064919	5ss	47
7065305	3ss	47
7065384	5ss	35
7065582	3ss	35
7065731	5ss	53
70661227	5ss	87
70665982	3ss	11
70666093	5ss	27
70666467	3ss	103
70666763	5ss	141
7066817	3ss	53
7066948	5ss	42
70670063	3ss	141
70670138	5ss	181
7067082	3ss	42
70670824	3ss	181
70671002	5ss	126
70671463	5ss	43
70671912	3ss	207
70672054	5ss	314
7067236	5ss	26
70672918	3ss	126
70673035	5ss	73
70673147	3ss	73
70673332	5ss	72
70673815	3ss	72
70673960	5ss	159
70674020	3ss	29
70674087	5ss	34
70674591	3ss	34
70674707	5ss	18
70678091	3ss	18
70678216	5ss	11
70679000	3ss	11
70679558	5ss	42
70679588	3ss	159
70679737	5ss	123
70680476	3ss	42
70680653	5ss	42
70683674	3ss	42
70687298	3ss	43
70687522	5ss	219
7069090	3ss	26
7069157	5ss	24
7069251	3ss	24
70693955	3ss	123
7069402	5ss	38
70694105	3ss	219
70694116	5ss	60
70694238	5ss	318
70694555	3ss	60
70694674	5ss	46
7069507	3ss	38
70695762	3ss	46
70695835	5ss	59
7069598	5ss	53
70696240	3ss	12
70696301	5ss	19
70696692	3ss	59
70696778	3ss	19
70696851	5ss	75
70697542	3ss	11
70697658	5ss	19
70697951	3ss	314
70698060	5ss	181
7069969	3ss	53
70700379	3ss	181
70700471	5ss	115
70700816	3ss	75
70700950	5ss	84
7070108	5ss	38
70701184	3ss	115
70701233	5ss	195
7070289	3ss	38
70702969	3ss	84
70703013	5ss	108
70703108	3ss	195
70703235	5ss	383
70704675	3ss	303
70704797	5ss	491
70705122	3ss	383
70705203	5ss	427
70706108	3ss	108
7070664	5ss	28
70710367	3ss	427
70710498	5ss	632
70712501	3ss	632
70712590	5ss	413
70713078	3ss	502
70713144	5ss	431
70715635	3ss	413
70715730	5ss	462
70716048	3ss	462
70716068	5ss	852
70716186	5ss	584
70716291	3ss	386
70716294	3ss	198
70719562	3ss	852
70720005	5ss	849
70721838	3ss	849
70721913	5ss	1182
70723047	3ss	1182
70723203	3ss	412
70723225	5ss	539
70723350	5ss	269
70724067	3ss	269
70724249	5ss	254
707247	5ss	29
707251	5ss	14
70725133	3ss	539
70725250	5ss	726
70726547	3ss	254
70726626	5ss	295
70726774	3ss	726
70726959	5ss	855
70728732	3ss	855
70728877	5ss	677
70729218	3ss	314
70729343	5ss	398
70729957	3ss	677
70730106	5ss	548
70731169	3ss	398
70731293	5ss	354
70731647	3ss	548
70731808	5ss	1273
70732223	3ss	354
70732343	5ss	245
70732446	3ss	245
70732602	5ss	378
70733301	3ss	1273
70733420	5ss	408
70734426	3ss	408
70734499	5ss	361
70735887	3ss	378
70735948	5ss	244
70736038	3ss	244
70736087	5ss	246
70737285	3ss	361
70737444	5ss	467
70737908	3ss	246
70738008	5ss	428
70738598	3ss	467
70738732	5ss	875
70739960	3ss	428
70740104	5ss	239
70741293	3ss	875
70741337	5ss	906
70742299	3ss	906
70747609	3ss	239
70749014	5ss	35
7075007	3ss	28
7075116	5ss	12
70751916	5ss	16
70753186	5ss	270
70754406	3ss	16
70754682	5ss	53
70756028	3ss	253
70756058	3ss	17
70756208	5ss	246
7075666	3ss	12
7075754	5ss	16
70757644	3ss	53
70757679	3ss	246
70757753	5ss	27
70757922	5ss	176
70759885	3ss	27
70759944	5ss	33
70760180	3ss	35
70760278	5ss	18
70761923	3ss	33
70762048	5ss	57
70763181	3ss	57
70763314	5ss	46
7076392	3ss	16
70764417	3ss	176
70764485	5ss	216
70764802	3ss	18
70764881	5ss	28
7076518	5ss	18
70765488	3ss	28
70765671	5ss	63
70766222	3ss	46
70766316	5ss	47
70767757	3ss	216
70767873	5ss	170
70768597	3ss	63
70768681	5ss	70
70770656	3ss	70
70770771	5ss	70
70774363	3ss	170
70774442	5ss	186
70775040	3ss	171
70775235	5ss	400
70775297	3ss	70
70775804	3ss	415
70775944	5ss	174
70776530	3ss	174
70776630	5ss	200
70776802	3ss	200
70776955	5ss	131
70777045	3ss	131
70777146	5ss	110
70777343	3ss	110
70777522	5ss	203
70779117	3ss	203
70779275	5ss	247
70779438	3ss	247
70779527	5ss	182
70779669	3ss	47
70779723	5ss	34
70781625	3ss	182
70781750	5ss	140
70782311	3ss	34
70782454	5ss	30
70782697	3ss	140
70782867	5ss	207
70782980	3ss	207
70783096	5ss	399
70783179	3ss	399
70783349	5ss	280
70784451	3ss	280
70784603	5ss	194
70785231	3ss	30
70785509	5ss	27
70786811	3ss	27
70786958	5ss	24
70787350	3ss	194
70787602	5ss	142
70787843	3ss	142
70787966	5ss	331
70791077	3ss	24
70791235	5ss	23
70793097	3ss	23
70793253	5ss	56
70793470	3ss	331
70797389	3ss	56
70797480	5ss	72
70798426	3ss	72
70798618	5ss	48
70800448	3ss	48
70800578	5ss	25
7080253	5ss	635
70805292	3ss	25
70806978	5ss	17
70808068	3ss	17
70808255	5ss	40
70809012	3ss	40
70809234	5ss	13
70810771	3ss	13
70810949	5ss	48
70811888	3ss	48
70812098	5ss	18
7081278	5ss	14
70813149	3ss	18
70813279	5ss	53
7081371	3ss	18
7081466	5ss	23
70818116	3ss	53
70818317	5ss	20
70818583	3ss	20
70818776	5ss	43
70819766	3ss	43
7081981	3ss	23
70820150	5ss	34
7082063	5ss	47
70828135	3ss	34
70828254	5ss	62
7082889	3ss	47
70834869	3ss	62
70834905	5ss	56
7083501	3ss	635
70835384	3ss	56
7083602	5ss	461
7083714	3ss	461
70837509	5ss	57
70837932	3ss	57
70838092	5ss	55
7083855	5ss	573
70840184	3ss	55
70840334	5ss	37
70840866	3ss	37
70841046	5ss	39
7084252	3ss	573
7084310	5ss	464
7084391	3ss	454
70844509	3ss	39
70844572	5ss	49
70845247	3ss	49
7084540	5ss	333
70845433	5ss	23
7084858	3ss	343
70848943	3ss	23
70849147	5ss	49
70852713	3ss	49
70852752	5ss	54
70855809	3ss	54
70856064	5ss	42
70858101	3ss	42
70858347	5ss	25
70860581	3ss	25
70877266	5ss	46
70881639	3ss	46
70881720	5ss	86
70883381	5ss	155
70883620	3ss	86
70883715	5ss	95
70884036	5ss	44
70887249	3ss	95
70887358	5ss	120
70888753	3ss	155
70888819	5ss	242
70889968	3ss	120
70890099	5ss	39
70892107	3ss	242
70892191	5ss	209
70892654	3ss	44
70892803	5ss	74
70895477	3ss	39
70895486	3ss	209
70895534	5ss	33
70895587	5ss	270
70896000	3ss	33
70896077	5ss	30
70897766	3ss	30
70897918	5ss	42
70898333	3ss	270
70898460	5ss	186
70899511	3ss	42
70899632	5ss	46
70900183	3ss	186
70900295	5ss	135
70900808	3ss	46
70900860	5ss	56
70904371	3ss	56
70904509	5ss	110
70904784	3ss	110
70912564	5ss	15
70912668	3ss	15
70914009	5ss	13
70914397	3ss	13
70915568	3ss	74
70915643	5ss	86
70916763	3ss	86
70916919	5ss	59
70917803	3ss	59
70917967	5ss	56
70922162	3ss	56
70922268	5ss	121
70922467	3ss	101
70922580	5ss	94
70925798	3ss	121
70925866	5ss	128
70927948	3ss	128
70928012	5ss	115
70928245	3ss	128
70928387	5ss	134
70930770	3ss	115
70930869	5ss	148
70930912	3ss	134
70930978	3ss	148
70931073	5ss	147
709330	3ss	31
70936830	3ss	147
70936902	5ss	87
70939646	3ss	87
70939722	5ss	108
70940318	5ss	66
70942038	3ss	108
70942104	5ss	148
70942410	5ss	10
70944924	3ss	148
70945080	5ss	224
709451	5ss	64
70945743	3ss	76
70945820	5ss	82
70945896	3ss	224
70946010	5ss	192
70946199	3ss	82
70946306	5ss	90
70947398	3ss	90
70947512	5ss	173
70948496	3ss	192
70948581	5ss	165
70949023	3ss	173
70949191	5ss	94
70951411	3ss	94
70951522	5ss	110
70952570	3ss	165
70954944	3ss	110
70955021	5ss	153
709553	3ss	64
70956748	3ss	153
70956839	5ss	158
70958128	3ss	158
70958308	5ss	72
70958860	3ss	72
70958953	5ss	68
70960036	3ss	68
70960255	5ss	55
709608	5ss	65
70962195	3ss	55
70962275	5ss	84
70962623	3ss	84
70962799	5ss	133
70967549	3ss	133
70967697	5ss	131
70968356	3ss	131
7103685	3ss	30
710422	3ss	65
710486	5ss	66
710714	5ss	11
710804	3ss	115
7108293	5ss	57
711051	3ss	11
711172	5ss	11
71123405	5ss	36
71124994	3ss	36
71125079	5ss	52
71127998	5ss	12
711342	3ss	11
71136142	3ss	52
71136235	5ss	29
71138007	3ss	29
71138122	5ss	59
71148228	3ss	12
71159931	5ss	20
71161427	5ss	83
71162195	3ss	59
71162274	5ss	35
71162736	3ss	20
71164427	5ss	103
71165367	3ss	67
71166156	3ss	103
71166216	5ss	114
71166451	5ss	13
71167667	3ss	29
71169474	3ss	114
71169590	5ss	57
71174478	3ss	57
71174531	5ss	67
71175099	3ss	67
71175188	5ss	44
71183495	3ss	44
71183546	5ss	37
71184324	3ss	37
71184412	5ss	34
71184615	3ss	34
71184732	5ss	30
71185113	3ss	35
71185252	5ss	61
71185366	3ss	61
71185436	5ss	108
71185441	3ss	30
71185572	5ss	38
71186862	3ss	108
71187035	5ss	125
71189441	3ss	38
71189515	5ss	55
71190604	3ss	125
71190730	5ss	78
71191704	3ss	78
71191801	3ss	55
71191857	5ss	75
71191925	5ss	12
71192402	3ss	12
71192450	5ss	14
71192890	5ss	10
71192969	3ss	14
71193039	3ss	10
71193071	5ss	47
71193220	5ss	32
71193365	3ss	32
71193535	5ss	47
71193895	3ss	47
71194063	5ss	52
71195358	3ss	52
71195493	5ss	41
71195870	3ss	75
71195947	5ss	83
71196004	3ss	47
71196160	5ss	33
71196588	3ss	41
71196694	5ss	52
71196705	3ss	33
71196915	5ss	34
71197248	3ss	34
71198039	5ss	22
71199139	3ss	22
71199285	5ss	40
71199771	3ss	40
71199932	5ss	41
71200737	3ss	83
71200786	5ss	129
71201692	3ss	41
71201819	5ss	49
71201891	3ss	52
71202022	5ss	24
71202293	3ss	49
71202401	5ss	70
71202847	3ss	70
71202880	3ss	24
71202949	5ss	22
71202956	5ss	55
71203320	3ss	55
71203395	5ss	63
71204453	3ss	63
71208529	3ss	22
71208657	5ss	49
71209398	3ss	49
71209574	5ss	23
71211446	5ss	10
71212339	3ss	129
71212348	3ss	23
71212494	5ss	68
71228628	5ss	12
71228856	5ss	13
71229359	3ss	25
71229464	5ss	82
71231615	3ss	82
71232216	3ss	68
71232289	5ss	82
71233134	5ss	40
7123365	5ss	180
71233670	3ss	82
71233824	5ss	110
7123441	3ss	180
71234634	3ss	110
71234894	5ss	28
7123516	5ss	252
71235567	3ss	28
71236401	5ss	43
7123783	3ss	235
71237995	3ss	43
71238155	5ss	79
71238383	3ss	40
7123848	5ss	258
71238490	5ss	41
71239035	3ss	41
71239142	5ss	61
7123923	3ss	275
7123995	5ss	319
7124085	3ss	319
7124149	5ss	343
7124243	3ss	343
71242863	3ss	79
71242954	5ss	43
71243380	3ss	61
71243447	3ss	10
71243460	3ss	43
71243557	5ss	55
71243632	5ss	27
7124377	5ss	228
71244897	3ss	27
71244971	5ss	11
71245963	3ss	55
71246114	5ss	65
71247994	3ss	65
71248104	5ss	74
7124857	3ss	228
7125001	5ss	422
7125271	3ss	422
7125400	5ss	313
7125496	3ss	313
71255350	3ss	11
71255445	5ss	27
7125621	5ss	336
71258036	3ss	27
71258152	5ss	29
7125986	3ss	336
7126184	5ss	323
71264194	3ss	29
71264241	5ss	16
7126452	3ss	323
7126556	5ss	524
71265880	3ss	16
71265996	5ss	15
71266453	3ss	74
71266566	5ss	44
