ENSG00000000003	TSPAN6	"tetraspanin 6"
ENSG00000270882	HIST2H4A	"histone cluster 2 H4 family member a"
ENSG00000270883	AC080078.2	""
ENSG00000270885	RASL10B	"RAS like family 10 member B"
ENSG00000270889	AC087072.1	""
ENSG00000270890	AL049844.2	""
ENSG00000270891	AC012507.3	""
ENSG00000270892	AC006077.1	""
ENSG00000270893	AC008277.2	""
ENSG00000270894	AC015849.4	""
ENSG00000270896	AL645939.1	""
ENSG00000270897	AC111188.3	""
ENSG00000270898	GPR75-ASB3	"GPR75-ASB3 readthrough"
ENSG00000270900	NUDT19P4	"nudix hydrolase 19 pseudogene 4"
ENSG00000270902	AL160290.3	""
ENSG00000270903	HNRNPA3P9	"heterogeneous nuclear ribonucleoprotein A3 pseudogene 9"
ENSG00000270904	AC008385.1	""
ENSG00000270906	MTND4P35	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 pseudogene 35"
ENSG00000270909	CR788268.1	""
ENSG00000270911	AC114878.2	""
ENSG00000270912	RPS28P1	"ribosomal protein S28 pseudogene 1"
ENSG00000270914	AL096840.1	""
ENSG00000270915	AC073410.2	""
ENSG00000270916	RPL12P50	"ribosomal protein L12 pseudogene 50"
ENSG00000270917	AL161911.1	""
ENSG00000270919	AC108451.2	""
ENSG00000270920	MCRIP2P2	"MAPK regulated corepressor interacting protein 2 pseudogene 2"
ENSG00000270921	CICP23	"capicua transcriptional repressor pseudogene 23"
ENSG00000270923	TAS2R6P	"taste 2 receptor member 6 pseudogene"
ENSG00000270924	AC140658.5	""
ENSG00000270926	AC008013.3	""
ENSG00000270927	AL645944.1	""
ENSG00000270929	SRD5A3P1	"steroid 5 alpha-reductase 3 pseudogene 1"
ENSG00000270930	GRAMD4P8	"GRAM domain containing 4 pseudogene 8"
ENSG00000270933	AC010719.1	""
ENSG00000270934	AL512430.4	""
ENSG00000270935	AL021808.1	""
ENSG00000270936	AL034351.1	""
ENSG00000270937	AL033381.2	""
ENSG00000270938	RAP2CP1	"RAP2C pseudogene 1"
ENSG00000270941	AC006254.2	""
ENSG00000270945	HSPE1P7	"heat shock protein family E (Hsp10) member 1 pseudogene 7"
ENSG00000270946	CT45A9	"cancer/testis antigen family 45 member A9"
ENSG00000270947	AC025811.1	""
ENSG00000270948	MTDHP1	"metadherin pseudogene 1"
ENSG00000270951	AL121917.2	""
ENSG00000270953	AC007938.3	""
ENSG00000270954	RPSAP75	"ribosomal protein SA pseudogene 75"
ENSG00000270955	AC135731.2	""
ENSG00000270956	AC009948.4	""
ENSG00000270957	AC092175.1	""
ENSG00000270959	LPP-AS2	"LPP antisense RNA 2"
ENSG00000270960	AC106872.11	""
ENSG00000270961	IGHD5OR15-5A	"immunoglobulin heavy diversity 5/OR15-5A (non-functional)"
ENSG00000270962	AC239800.4	""
ENSG00000270964	AC016355.1	""
ENSG00000270965	NTAN1P1	"N-terminal asparagine amidase pseudogene 1"
ENSG00000270966	AC087763.1	""
ENSG00000270969	AP001823.1	""
ENSG00000270971	REXO1L8P	"REXO1 like 8, pseudogene"
ENSG00000270972	AC136475.9	""
ENSG00000270973	SMARCE1P7	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 7"
ENSG00000270975	MAGOH3P	"mago homolog 3, pseudogene"
ENSG00000270976	AL596327.1	""
ENSG00000270977	AC015849.5	""
ENSG00000270978	AC091982.2	""
ENSG00000270980	AC060764.1	""
ENSG00000270981	AC092944.2	""
ENSG00000270982	AL353621.2	""
ENSG00000270983	AL589674.1	""
ENSG00000270986	HMGB1P51	"high mobility group box 1 pseudogene 51"
ENSG00000270987	AL133338.2	""
ENSG00000270988	AC019257.2	""
ENSG00000270989	AC139493.1	""
ENSG00000270990	AC069304.2	""
ENSG00000270992	AC024085.1	""
ENSG00000270993	AC111186.1	""
ENSG00000270994	AL157899.1	""
ENSG00000270995	AL137072.1	""
ENSG00000270996	AC005034.4	""
ENSG00000270997	AC073137.1	""
ENSG00000270999	IGKV1OR2-118	"immunoglobulin kappa variable 1/OR2-118 (pseudogene)"
ENSG00000271002	AC129492.5	""
ENSG00000271003	AC009237.13	""
ENSG00000271005	CTHRC1P1	"collagen triple helix repeat containing 1 pseudogene 1"
ENSG00000271009	AC116667.1	""
ENSG00000271010	AC011475.1	""
ENSG00000271011	AC010680.3	""
ENSG00000271013	LRRC37A9P	"leucine rich repeat containing 37 member A9, pseudogene"
ENSG00000271014	AC062037.1	""
ENSG00000271015	IGKV2OR2-7D	"immunoglobulin kappa variable 2/OR2-7D (pseudogene)"
ENSG00000271018	AC013244.1	""
ENSG00000271020	AC112220.2	""
ENSG00000271021	AC239600.1	""
ENSG00000271022	AP002365.1	""
ENSG00000271024	HSPE1P19	"heat shock protein family E (Hsp10) member 1 pseudogene 19"
ENSG00000271025	AP000907.3	""
ENSG00000271026	KATNBL1P1	"katanin regulatory subunit B1 like 1 pseudogene 1"
ENSG00000271027	AC006380.1	""
ENSG00000271028	AC009643.2	""
ENSG00000271029	AC135178.6	""
ENSG00000271032	AC020907.4	""
ENSG00000271034	AC139700.1	""
ENSG00000271035	AC010385.2	""
ENSG00000271036	CLPTM1LP1	"CLPTM1L pseudogene 1"
ENSG00000271040	AL390955.2	""
ENSG00000271041	AL670379.9	""
ENSG00000271042	AL078603.1	""
ENSG00000271043	MTRNR2L2	"MT-RNR2-like 2"
ENSG00000271044	AC087468.1	""
ENSG00000271045	NDUFB9P1	"NADH:ubiquinone oxidoreductase subunit B9 pseudogene 1"
ENSG00000271046	AL512631.1	""
ENSG00000271047	AC092447.9	""
ENSG00000271048	AC087045.1	""
ENSG00000271049	AC020910.3	""
ENSG00000271052	AC108738.1	""
ENSG00000271053	AC093765.1	""
ENSG00000271056	AL136363.2	""
ENSG00000271057	AC073648.5	""
ENSG00000271063	SNRPGP17	"small nuclear ribonucleoprotein polypeptide G pseudogene 17"
ENSG00000271064	AC027644.2	""
ENSG00000271065	AC107031.1	""
ENSG00000271070	GMCL1P2	"germ cell-less, spermatogenesis associated 1 pseudogene 2"
ENSG00000271071	AL513548.2	""
ENSG00000271072	PHBP20	"prohibitin pseudogene 20"
ENSG00000271074	AC012491.1	""
ENSG00000271075	AL139317.4	""
ENSG00000271077	AC096553.1	""
ENSG00000271078	AC139426.3	""
ENSG00000271079	CTAGE15	"CTAGE family member 15"
ENSG00000271081	AC009314.1	""
ENSG00000271086	NAMA	"non-protein coding RNA, associated with MAP kinase pathway and growth arrest"
ENSG00000271088	AL161722.3	""
ENSG00000271092	TMEM56-RWDD3	"TMEM56-RWDD3 readthrough"
ENSG00000271093	IGLCOR22-2	"immunoglobulin lambda constant/OR22-2 (pseudogene)"
ENSG00000271094	AL022161.1	""
ENSG00000271095	BNIP3P28	"BCL2 interacting protein 3 pseudogene 28"
ENSG00000271096	SUMO2P14	"SUMO2 pseudogene 14"
ENSG00000271097	AC083899.3	""
ENSG00000271098	IMMP1LP3	"inner mitochondrial membrane peptidase subunit 1 pseudogene 3"
ENSG00000271099	AL357315.2	""
ENSG00000271100	AP000753.3	""
ENSG00000271101	AC005181.1	""
ENSG00000271105	SCML2P2	"SCML2 pseudogene 2"
ENSG00000271108	KATNBL1P5	"katanin regulatory subunit B1 like 1 pseudogene 5"
ENSG00000271109	AC008555.5	""
ENSG00000271111	AL365503.1	""
ENSG00000271113	AC079089.3	""
ENSG00000271114	AL590392.1	""
ENSG00000271115	AC010738.1	""
ENSG00000271117	AC078841.1	""
ENSG00000271118	AC012119.1	""
ENSG00000271119	AC026412.3	""
ENSG00000271121	NUDT4P2	"nudix hydrolase 4 pseudogene 2"
ENSG00000271122	AC018647.2	""
ENSG00000271123	ELOCP5	"elongin C pseudogene 5"
ENSG00000271127	AP000526.1	""
ENSG00000271128	AC008608.1	""
ENSG00000271129	AC009027.1	""
ENSG00000271130	IGHV3OR16-8	"immunoglobulin heavy variable 3/OR16-8 (non-functional)"
ENSG00000271131	PPIAP75	"peptidylprolyl isomerase A pseudogene 75"
ENSG00000271133	AC004130.1	""
ENSG00000271134	AC012498.2	""
ENSG00000271136	AL592504.1	""
ENSG00000271137	AC006254.3	""
ENSG00000271138	IGLVIVOR22-1	"immunoglobulin lambda variable (IV)/OR22-1 (pseudogene)"
ENSG00000271140	PRR20FP	"proline rich 20F, pseudogene"
ENSG00000271141	AC010680.4	""
ENSG00000271142	YWHAQP7	"YWHAQ pseudogene 7"
ENSG00000271143	AL357137.1	""
ENSG00000271146	AC018889.1	""
ENSG00000271147	ARMCX5-GPRASP2	"ARMCX5-GPRASP2 readthrough"
ENSG00000271148	AC023762.1	""
ENSG00000271149	AC011467.6	""
ENSG00000271150	AC008745.1	""
ENSG00000271151	AC016737.1	""
ENSG00000271153	RPL23AP88	"ribosomal protein L23a pseudogene 88"
ENSG00000271154	AL670379.10	""
ENSG00000271155	AL161729.1	""
ENSG00000271156	AC090578.1	""
ENSG00000271157	AL022154.1	""
ENSG00000271158	AL450472.2	""
ENSG00000271159	HINT1P2	"histidine triad nucleotide binding protein 1 pseudogene 2"
ENSG00000271161	BOLA2P2	"bolA family member 2 pseudogene 2"
ENSG00000271162	AL022099.1	""
ENSG00000271163	AC004840.2	""
ENSG00000271164	AL139286.1	""
ENSG00000271166	AL671309.1	""
ENSG00000271167	LINC01109	"long intergenic non-protein coding RNA 1109"
ENSG00000271171	AC008555.6	""
ENSG00000271172	AC104662.1	""
ENSG00000271173	AL355989.2	""
ENSG00000271174	AC104440.1	""
ENSG00000271175	AC016925.2	""
ENSG00000271177	AC010200.2	""
ENSG00000271178	IGHV3OR16-13	"immunoglobulin heavy variable 3/OR16-13 (non-functional)"
ENSG00000271179	AC098826.3	""
ENSG00000271180	AL158801.4	""
ENSG00000271181	Z99916.2	""
ENSG00000271182	AC123912.5	""
ENSG00000271184	AC005252.1	""
ENSG00000271185	AC007029.1	""
ENSG00000271187	AL713866.2	""
ENSG00000271190	RPP40P2	"ribonuclease P/MRP subunit p40 pseudogene 2"
ENSG00000271192	AC006058.2	""
ENSG00000271194	RNF138P2	"ring finger protein 138 pseudogene 2"
ENSG00000271195	AC018618.2	""
ENSG00000271196	AC113403.1	""
ENSG00000271198	VDAC3P1	"voltage dependent anion channel 3 pseudogene 1"
ENSG00000271199	AL353804.2	""
ENSG00000271200	AC099791.2	""
ENSG00000271201	AC247036.1	""
ENSG00000271202	PRR13P7	"proline rich 13 pseudogene 7"
ENSG00000271204	AC016831.5	""
ENSG00000271205	Z83818.1	""
ENSG00000271207	MTCO1P22	"mitochondrially encoded cytochrome c oxidase I pseudogene 22"
ENSG00000271208	Z99289.3	""
ENSG00000271209	BRDTP1	"bromodomain testis associated pseudogene 1"
ENSG00000271211	AL670379.11	""
ENSG00000271214	AL138895.2	""
ENSG00000271215	RPL21P136	"ribosomal protein L21 pseudogene 136"
ENSG00000271216	LINC01050	"long intergenic non-protein coding RNA 1050"
ENSG00000271218	AL033384.2	""
ENSG00000271219	AC011626.1	""
ENSG00000271220	AL355376.2	""
ENSG00000271222	AC091152.3	""
ENSG00000271225	BNIP3P4	"BCL2 interacting protein 3 pseudogene 4"
ENSG00000271227	AL109918.3	""
ENSG00000271228	AL121655.1	""
ENSG00000271230	AC027334.1	""
ENSG00000271231	KRT18P9	"keratin 18 pseudogene 9"
ENSG00000271232	CARSP1	"cysteinyl-tRNA synthetase pseudogene 1"
ENSG00000271234	AL078605.1	""
ENSG00000271235	AC114477.1	""
ENSG00000271236	SUMO2P15	"SUMO2 pseudogene 15"
ENSG00000271237	HMGB1P50	"high mobility group box 1 pseudogene 50"
ENSG00000271238	AC023932.2	""
ENSG00000271239	AC007423.1	""
ENSG00000271240	AC110741.2	""
ENSG00000271242	PRELID3BP2	"PRELI domain containing 3B pseudogene 2"
ENSG00000271243	AC016727.2	""
ENSG00000271245	AL136139.1	""
ENSG00000271248	AC091193.1	""
ENSG00000271249	DIMT1P1	"DIM1 dimethyladenosine transferase 1 homolog pseudogene 1"
ENSG00000271250	AL158032.1	""
ENSG00000271251	AC025946.2	""
ENSG00000271252	AL683887.1	""
ENSG00000271253	AC011891.2	""
ENSG00000271254	AC240274.1	""
ENSG00000271257	AC008814.1	""
ENSG00000271259	AC010201.1	""
ENSG00000271264	MZT1P1	"mitotic spindle organizing protein 1 pseudogene 1"
ENSG00000271265	AL355297.3	""
ENSG00000271266	LAPTM4BP2	"lysosomal protein transmembrane 4 beta pseudogene 2"
ENSG00000271267	AL353807.4	""
ENSG00000271268	AC015849.6	""
ENSG00000271269	AL353778.1	""
ENSG00000271270	TMCC1-AS1	"TMCC1 antisense RNA 1 (head to head)"
ENSG00000271271	UGT2A2	"UDP glucuronosyltransferase family 2 member A2"
ENSG00000271272	AC068802.1	""
ENSG00000271275	AC007326.1	""
ENSG00000271277	AL356280.1	""
ENSG00000271278	ELOCP33	"elongin C pseudogene 33"
ENSG00000271283	AC011458.2	""
ENSG00000271284	SMIM12P1	"small integral membrane protein 12 pseudogene 1"
ENSG00000271286	U73023.1	""
ENSG00000271287	BCRP9	"breakpoint cluster region pseudogene 9"
ENSG00000271288	IGHV1OR15-3	"immunoglobulin heavy variable 1/OR15-3 (pseudogene)"
ENSG00000271290	AL390058.1	""
ENSG00000271291	AC245014.2	""
ENSG00000271296	AC233724.13	""
ENSG00000271298	AL080274.1	""
ENSG00000271299	AC008962.1	""
ENSG00000271302	AC105254.2	""
ENSG00000271303	SRXN1	"sulfiredoxin 1"
ENSG00000271304	DPRXP2	"divergent-paired related homeobox pseudogene 2"
ENSG00000271306	RAC1P9	"Rac family small GTPase 1 pseudogene 9"
ENSG00000271307	AF146191.1	""
ENSG00000271309	AC140113.2	""
ENSG00000271313	AC069114.2	""
ENSG00000271314	AL161729.2	""
ENSG00000271315	AC174048.1	""
ENSG00000271317	IGHD4OR15-4A	"immunoglobulin heavy diversity 4/OR15-4A (non-functional)"
ENSG00000271318	AP000654.2	""
ENSG00000271320	AC091488.1	""
ENSG00000271321	CTAGE6	"CTAGE family member 6"
ENSG00000271322	AL357312.1	""
ENSG00000271324	AC112220.3	""
ENSG00000271327	AC010201.2	""
ENSG00000271328	B3GNTL1P2	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1 pseudogene 2"
ENSG00000271329	AL035417.2	""
ENSG00000271330	AC005084.1	""
ENSG00000271332	AC023206.1	""
ENSG00000271333	AC019322.2	""
ENSG00000271334	LINC02104	"long intergenic non-protein coding RNA 2104"
ENSG00000271335	AL117336.3	""
ENSG00000271336	IGHD1OR15-1A	"immunoglobulin heavy diversity 1/OR15-1A (non-functional)"
ENSG00000271337	NDE1P2	"nudE neurodevelopment protein 1 pseudogene 2"
ENSG00000271338	AL591034.2	""
ENSG00000271339	AL683813.2	""
ENSG00000271340	AC120024.3	""
ENSG00000271343	AL355598.1	""
ENSG00000271344	AC018638.6	""
ENSG00000271346	AC008162.1	""
ENSG00000271347	AC124312.5	""
ENSG00000271349	AC007992.2	""
ENSG00000271350	AC103792.1	""
ENSG00000271351	IGKV1OR2-9	"immunoglobulin kappa variable 1/OR2-9 (pseudogene)"
ENSG00000271353	AC012468.1	""
ENSG00000271355	AL356458.1	""
ENSG00000271356	AC073091.2	""
ENSG00000271357	AC048344.3	""
ENSG00000271358	AL137190.1	""
ENSG00000271360	AL512631.2	""
ENSG00000271361	HTATSF1P2	"HIV-1 Tat specific factor 1 pseudogene 2"
ENSG00000271362	AL138889.2	""
ENSG00000271364	AC015871.2	""
ENSG00000271365	AC140113.3	""
ENSG00000271366	AC002128.2	""
ENSG00000271367	AL034374.1	""
ENSG00000271368	AC073387.2	""
ENSG00000271369	AC087783.2	""
ENSG00000271370	AC007619.2	""
ENSG00000271373	NANOGP3	"Nanog homeobox pseudogene 3"
ENSG00000271375	AC134879.2	""
ENSG00000271377	AC113143.2	""
ENSG00000271378	C8orf59P2	"chromosome 8 open reading frame 59 pseudogene 2"
ENSG00000271379	AC023513.1	""
ENSG00000271380	AL451085.2	""
ENSG00000271381	REXO1L9P	"REXO1 like 9, pseudogene"
ENSG00000271382	AC012464.3	""
ENSG00000271383	NBPF19	"NBPF member 19"
ENSG00000271384	AL161729.3	""
ENSG00000271385	AL161798.1	""
ENSG00000271386	SRGNP1	"serglycin pseudogene 1"
ENSG00000271387	AL445228.2	""
ENSG00000271389	OSBPL9P1	"oxysterol binding protein like 9 pseudogene 1"
ENSG00000271390	AP003973.2	""
ENSG00000271392	AC006237.1	""
ENSG00000271394	RF00100	""
ENSG00000271395	LINC02336	"long intergenic non-protein coding RNA 2336"
ENSG00000271396	AC091167.4	""
ENSG00000271397	AL109837.1	""
ENSG00000271398	AL353622.2	""
ENSG00000271399	AL078624.1	""
ENSG00000271400	AL392112.1	""
ENSG00000271401	AC010680.5	""
ENSG00000271402	IGKV2OR2-2	"immunoglobulin kappa variable 2/OR2-2 (pseudogene)"
ENSG00000271404	MZT1P2	"mitotic spindle organizing protein 1 pseudogene 2"
ENSG00000271408	NAPGP1	"N-ethylmaleimide-sensitive factor attachment protein, gamma pseudogene 1"
ENSG00000271409	AC073176.2	""
ENSG00000271410	AC020728.1	""
ENSG00000271412	PRR13P3	"proline rich 13 pseudogene 3"
ENSG00000271413	AC104640.2	""
ENSG00000271414	AC093107.2	""
ENSG00000271415	RPL23AP90	"ribosomal protein L23a pseudogene 90"
ENSG00000271418	AC092747.3	""
ENSG00000271419	AL035410.2	""
ENSG00000271420	AL109936.2	""
ENSG00000271421	AC005191.1	""
ENSG00000271423	CYCSP1	"cytochrome c, somatic pseudogene 1"
ENSG00000271424	AL157791.2	""
ENSG00000271425	NBPF10	"NBPF member 10"
ENSG00000271426	AL109983.1	""
ENSG00000271427	AL358072.1	""
ENSG00000271428	AL031281.1	""
ENSG00000271429	RPL17P51	"ribosomal protein L17 pseudogene 51"
ENSG00000271433	PPATP2	"phosphoribosyl pyrophosphate amidotransferase pseudogene 2"
ENSG00000271434	AL445237.1	""
ENSG00000271435	AC068137.2	""
ENSG00000271437	AL356423.1	""
ENSG00000271439	AC246785.4	""
ENSG00000271440	AL121932.1	""
ENSG00000271443	AC011247.3	""
ENSG00000271447	MMP28	"matrix metallopeptidase 28"
ENSG00000271449	CT45A2	"cancer/testis antigen family 45 member A2"
ENSG00000271452	AC005034.5	""
ENSG00000271454	AL353729.2	""
ENSG00000271455	AC112187.2	""
ENSG00000271456	AC108081.1	""
ENSG00000271457	AL590229.1	""
ENSG00000271459	Z98751.3	""
ENSG00000271461	AL109809.4	""
ENSG00000271462	AC091805.2	""
ENSG00000271464	DPRXP7	"divergent-paired related homeobox pseudogene 7"
ENSG00000271465	SQSTM1P1	"sequestosome 1 pseudogene 1"
ENSG00000271466	CICP24	"capicua transcriptional repressor pseudogene 24"
ENSG00000271468	AL357094.1	""
ENSG00000271474	AC106881.1	""
ENSG00000271475	AL078624.2	""
ENSG00000271477	AC010591.1	""
ENSG00000271480	MTND3P19	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 pseudogene 19"
ENSG00000271482	AC005070.2	""
ENSG00000271483	AC108676.2	""
ENSG00000271484	ABI1P1	"abl interactor 1 pseudogene 1"
ENSG00000271486	AP000403.1	""
ENSG00000271488	RBM11P1	"RNA binding motif protein 11 pseudogene 1"
ENSG00000271490	AC013244.2	""
ENSG00000271491	AC100767.2	""
ENSG00000271492	MEMO1P5	"mediator of cell motility 1 pseudogene 5"
ENSG00000271494	AC034205.3	""
ENSG00000271495	AC020765.1	""
ENSG00000271496	SNRPGP20	"small nuclear ribonucleoprotein polypeptide G pseudogene 20"
ENSG00000271498	AL360085.1	""
ENSG00000271499	AC011477.6	""
ENSG00000271500	AC005183.1	""
ENSG00000271502	AL670379.12	""
ENSG00000271503	CCL5	"C-C motif chemokine ligand 5"
ENSG00000271507	AC025884.3	""
ENSG00000271508	AC090525.3	""
ENSG00000271509	AC018714.1	""
ENSG00000271511	AL161756.2	""
ENSG00000271519	AL590065.1	""
ENSG00000271522	AC016831.6	""
ENSG00000271523	AL049634.3	""
ENSG00000271524	BNIP3P17	"BCL2 interacting protein 3 pseudogene 17"
ENSG00000271525	ARF4P1	"ADP ribosylation factor 4 pseudogene 1"
ENSG00000271526	AC004852.1	""
ENSG00000271527	AL606495.2	""
ENSG00000271530	WBP1LP12	"WW domain binding protein 1-like pseudogene 12"
ENSG00000271532	BBIP1P1	"BBSome interacting protein 1 pseudogene 1"
ENSG00000271533	Z83843.1	""
ENSG00000271536	AC073046.2	""
ENSG00000271537	AC009220.3	""
ENSG00000271538	LINC02427	"long intergenic non-protein coding RNA 2427"
ENSG00000271543	AC021443.1	""
ENSG00000271544	AC006499.8	""
ENSG00000271546	AC245389.1	""
ENSG00000271547	AC117498.3	""
ENSG00000271550	BNIP3P11	"BCL2 interacting protein 3 pseudogene 11"
ENSG00000271551	AL355297.4	""
ENSG00000271553	AC018638.7	""
ENSG00000271554	AL138787.2	""
ENSG00000271555	AC113139.1	""
ENSG00000271557	YPEL5P2	"YPEL5 pseudogene 2"
ENSG00000271558	AL391813.1	""
ENSG00000271559	AL138966.1	""
ENSG00000271560	AP001330.4	""
ENSG00000271563	HIRAP1	"histone cell cycle regulator pseudogene 1"
ENSG00000271564	LINC02333	"long intergenic non-protein coding RNA 2333"
ENSG00000271565	AL109618.2	""
ENSG00000271567	PPIAL4E	"peptidylprolyl isomerase A like 4E"
ENSG00000271568	AC069304.3	""
ENSG00000271569	IGKV1OR2-6	"immunoglobulin kappa variable 1/OR2-6 (pseudogene)"
ENSG00000271573	AL136982.5	""
ENSG00000271576	AL359504.2	""
ENSG00000271578	AC119501.1	""
ENSG00000271579	AC078880.3	""
ENSG00000271580	AL583832.1	""
ENSG00000271581	AL671883.2	""
ENSG00000271582	AC073111.2	""
ENSG00000271583	AC103881.1	""
ENSG00000271584	LINC02550	"long intergenic non-protein coding RNA 2550"
ENSG00000271585	SELENOTP2	"selenoprotein T pseudogene 2"
ENSG00000271586	AC011894.1	""
ENSG00000271587	AC004805.3	""
ENSG00000271588	LARP7P1	"La ribonucleoprotein domain family member 7 pseudogene 1"
ENSG00000271589	AL139395.1	""
ENSG00000271590	AC108463.3	""
ENSG00000271595	ELOCP35	"elongin C pseudogene 35"
ENSG00000271596	AC008121.1	""
ENSG00000271597	AC112230.1	""
ENSG00000271598	AC008739.3	""
ENSG00000271600	AP000942.4	""
ENSG00000271601	LIX1L	"limb and CNS expressed 1 like"
ENSG00000271602	KRT8P49	"keratin 8 pseudogene 49"
ENSG00000271605	MILR1	"mast cell immunoglobulin like receptor 1"
ENSG00000271606	AC097467.4	""
ENSG00000271607	Z84480.1	""
ENSG00000271608	AL391646.1	""
ENSG00000271609	AC005632.3	""
ENSG00000271611	AC006006.1	""
ENSG00000271612	HSPE1P14	"heat shock protein family E (Hsp10) member 1 pseudogene 14"
ENSG00000271614	ATP2B1-AS1	"ATP2B1 antisense RNA 1"
ENSG00000271615	ACTG1P22	"actin gamma 1 pseudogene 22"
ENSG00000271616	AC055876.5	""
ENSG00000271618	AL359821.1	""
ENSG00000271620	IGHV3OR16-7	"immunoglobulin heavy variable 3/OR16-7 (pseudogene)"
ENSG00000271621	AC013244.3	""
ENSG00000271623	AC138894.3	""
ENSG00000271624	AP004372.1	""
ENSG00000271625	PSMA6P4	"proteasome subunit alpha 6 pseudogene 4"
ENSG00000271626	AC104763.2	""
ENSG00000271627	AC027612.4	""
ENSG00000271629	AC067959.1	""
ENSG00000271631	AL139041.1	""
ENSG00000271632	AL589743.4	""
ENSG00000271635	AC017002.4	""
ENSG00000271638	BNIP3P19	"BCL2 interacting protein 3 pseudogene 19"
ENSG00000271639	AC019072.1	""
ENSG00000271642	MARK3P1	"microtubule affinity regulating kinase 3 pseudogene 1"
ENSG00000271643	AC112220.4	""
ENSG00000271644	AC242498.1	""
ENSG00000271646	AC099343.3	""
ENSG00000271647	KRT8P47	"keratin 8 pseudogene 47"
ENSG00000271649	LINC00904	"long intergenic non-protein coding RNA 904"
ENSG00000271650	AL031601.1	""
ENSG00000271652	AL356052.1	""
ENSG00000271653	AC097359.3	""
ENSG00000271654	AC025062.2	""
ENSG00000271655	BNIP3P35	"BCL2 interacting protein 3 pseudogene 35"
ENSG00000271656	AC007262.1	""
ENSG00000271657	AC018462.2	""
ENSG00000271659	AL161729.4	""
ENSG00000271660	Z99497.2	""
ENSG00000271661	BNIP3P36	"BCL2 interacting protein 3 pseudogene 36"
ENSG00000271662	AC233280.2	""
ENSG00000271664	AC004890.3	""
ENSG00000271666	AC008555.7	""
ENSG00000271667	AC104408.1	""
ENSG00000271670	AC010998.2	""
ENSG00000271671	AC107304.1	""
ENSG00000271672	DUXAP8	"double homeobox A pseudogene 8"
ENSG00000271676	AC104771.1	""
ENSG00000271677	Z82195.1	""
ENSG00000271679	LSM1P2	"LSM1 homolog, mRNA degradation associated pseudogene 2"
ENSG00000271680	AC098935.2	""
ENSG00000271681	AC136601.2	""
ENSG00000271682	AC092960.1	""
ENSG00000271686	AL953862.2	""
ENSG00000271687	MTND5P10	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 pseudogene 10"
ENSG00000271691	AC140658.6	""
ENSG00000271693	AL929325.1	""
ENSG00000271696	AC023141.13	""
ENSG00000271697	AL049779.3	""
ENSG00000271698	AC233992.2	""
ENSG00000271699	SNX29P2	"sorting nexin 29 pseudogene 2"
ENSG00000271701	AC098483.2	""
ENSG00000271702	AC123786.2	""
ENSG00000271704	BNIP3P20	"BCL2 interacting protein 3 pseudogene 20"
ENSG00000271705	RPL17P3	"ribosomal protein L17 pseudogene 3"
ENSG00000271707	ATP1B3P1	"ATPase Na+/K+ transporting subunit beta 3 pseudogene 1"
ENSG00000271709	AC017033.1	""
ENSG00000271710	NDUFA8P1	"NADH:ubiquinone oxidoreductase subunit A8 pseudogene 1"
ENSG00000271711	AC069236.1	""
ENSG00000271712	AL163642.2	""
ENSG00000271714	AC010501.1	""
ENSG00000271715	AC012640.3	""
ENSG00000271716	AC022001.2	""
ENSG00000271717	AC022146.2	""
ENSG00000271723	MROH7-TTC4	"MROH7-TTC4 readthrough (NMD candidate)"
ENSG00000271724	AC011396.3	""
ENSG00000271725	AC103858.1	""
ENSG00000271727	AL357054.2	""
ENSG00000271730	AL390208.1	""
ENSG00000271732	AL137798.1	""
ENSG00000271734	Z98200.1	""
ENSG00000271736	AL138900.3	""
ENSG00000271737	AC008608.2	""
ENSG00000271739	RNU1-29P	"RNA, U1 small nuclear 29, pseudogene"
ENSG00000271741	AC114490.2	""
ENSG00000271742	AL121992.2	""
ENSG00000271743	AF287957.1	""
ENSG00000271746	AL031848.2	""
ENSG00000271749	AC005828.6	""
ENSG00000271751	AP003392.5	""
ENSG00000271752	AC112187.3	""
ENSG00000271754	AL355802.2	""
ENSG00000271755	AL031118.1	""
ENSG00000271757	AP002360.2	""
ENSG00000271758	AC044810.3	""
ENSG00000271761	AL021368.1	""
ENSG00000271762	AC123595.2	""
ENSG00000271763	AC091544.5	""
ENSG00000271765	RN7SKP299	"RNA, 7SK small nuclear pseudogene 299"
ENSG00000271766	AC010424.2	""
ENSG00000271771	AC139792.1	""
ENSG00000271774	AL109930.1	""
ENSG00000271776	AL445209.1	""
ENSG00000271778	AC080013.3	""
ENSG00000271779	AC009994.1	""
ENSG00000271780	AL118558.3	""
ENSG00000271781	AC026740.1	""
ENSG00000271784	AL031055.1	""
ENSG00000271787	AC104794.4	""
ENSG00000271788	AC008875.1	""
ENSG00000271789	AL080317.2	""
ENSG00000271792	AC008667.4	""
ENSG00000271793	AL589666.1	""
ENSG00000271795	AC011337.1	""
ENSG00000271797	AC008494.3	""
ENSG00000271798	SNORA51	"small nucleolar RNA, H/ACA box 51"
ENSG00000271803	AL121906.1	""
